Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Asthma,ACE2,Angiotensin-converting enzyme 2,36062,1643,1.34 [1.24-1.45],3.20452760212442e-13
Chapter X Diseases of the respiratory system,Asthma,ACTN2,Alpha-actinin-2,30929,1405,1.36 [1.25-1.47],1.904442811655016e-14
Chapter X Diseases of the respiratory system,Asthma,ACVRL1,Serine/threonine-protein kinase receptor R3,36387,1651,2.11 [1.77-2.51],4.2785572636881305e-17
Chapter X Diseases of the respiratory system,Asthma,ADA2,Adenosine deaminase 2,36514,1658,1.49 [1.34-1.65],2.185820760451463e-14
Chapter X Diseases of the respiratory system,Asthma,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,36985,1679,1.76 [1.51-2.05],8.083550662533455e-13
Chapter X Diseases of the respiratory system,Asthma,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,36838,1673,0.41 [0.37-0.45],3.559810711461746e-74
Chapter X Diseases of the respiratory system,Asthma,ADAMTSL2,ADAMTS-like protein 2,31965,1460,1.75 [1.51-2.02],3.5454588165041254e-14
Chapter X Diseases of the respiratory system,Asthma,ADGRG2,Adhesion G-protein coupled receptor G2,36736,1685,0.58 [0.50-0.68],4.52321174333722e-11
Chapter X Diseases of the respiratory system,Asthma,ADM,Pro-adrenomedullin,37050,1682,2.92 [2.45-3.48],4.142939728741367e-33
Chapter X Diseases of the respiratory system,Asthma,AGR2,Anterior gradient protein 2 homolog,35570,1602,1.26 [1.20-1.31],1.5096474532258806e-23
Chapter X Diseases of the respiratory system,Asthma,ALPP,"Alkaline phosphatase, placental type",36569,1667,1.17 [1.13-1.22],5.8441648208487455e-15
Chapter X Diseases of the respiratory system,Asthma,AMBP,Protein AMBP,37000,1679,3.88 [3.10-4.85],1.1273548399929963e-32
Chapter X Diseases of the respiratory system,Asthma,ANGPT2,Angiopoietin-2,37050,1682,1.47 [1.31-1.65],7.318589853455854e-11
Chapter X Diseases of the respiratory system,Asthma,ANXA10,Annexin A10,35844,1615,1.30 [1.23-1.36],2.318722773001646e-24
Chapter X Diseases of the respiratory system,Asthma,AREG,Amphiregulin,36569,1667,1.79 [1.64-1.94],4.3183525479777436e-41
Chapter X Diseases of the respiratory system,Asthma,ASGR1,Asialoglycoprotein receptor 1,36444,1653,2.56 [2.22-2.96],5.350293155953294e-38
Chapter X Diseases of the respiratory system,Asthma,ASGR2,Asialoglycoprotein receptor 2,31987,1450,2.80 [2.31-3.39],6.316390910965829e-26
Chapter X Diseases of the respiratory system,Asthma,ATRAID,All-trans retinoic acid-induced differentiation factor,31818,1444,1.68 [1.45-1.95],3.853494936654248e-12
Chapter X Diseases of the respiratory system,Asthma,B2M,Beta-2-microglobulin,32012,1455,1.59 [1.40-1.80],2.1865191000694185e-13
Chapter X Diseases of the respiratory system,Asthma,B4GALT1,"Beta-1,4-galactosyltransferase 1",36899,1673,1.78 [1.52-2.09],1.889661714918716e-12
Chapter X Diseases of the respiratory system,Asthma,BCAN,Brevican core protein,36444,1653,0.53 [0.46-0.60],5.388729969950748e-22
Chapter X Diseases of the respiratory system,Asthma,BPIFB1,BPI fold-containing family B member 1,36651,1670,1.31 [1.22-1.40],5.3600872996873713e-14
