Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,ANXA10,Annexin A10,38021,328,1.43 [1.30-1.58],7.708423676827284e-13
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CA9,Carbonic anhydrase 9,39259,345,1.80 [1.52-2.15],2.5480629312392862e-11
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,CHGA,Chromogranin-A,33921,293,2.36 [2.17-2.56],4.885979241459866e-93
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,EGFR,Epidermal growth factor receptor,39394,343,0.15 [0.09-0.27],7.967054114695673e-11
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,GAST,Gastrin,33840,290,1.74 [1.64-1.85],4.55846613507924e-72
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,GDF15,Growth/differentiation factor 15,39394,343,1.95 [1.70-2.24],6.344615091090586e-21
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,IL18BP,Interleukin-18-binding protein,39071,342,2.40 [1.83-3.16],2.678884038550736e-10
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,LIPF,Gastric triacylglycerol lipase,33030,284,1.81 [1.55-2.10],3.59277790020275e-14
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,PGA4,Pepsin A-4,33939,293,2.46 [2.13-2.84],6.695098969345077e-35
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,REG3A,Regenerating islet-derived protein 3-alpha,39394,343,1.55 [1.36-1.77],9.457259290106871e-11
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,SCG3,Secretogranin-3,38944,342,2.45 [1.84-3.26],6.915995688728204e-10
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,SCT,Secretin,32979,284,0.32 [0.24-0.41],2.4787952300079878e-17
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,TFF2,Trefoil factor 2,39011,342,1.62 [1.40-1.88],8.618079387935253e-11
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,39275,343,2.01 [1.62-2.49],2.342501147781925e-10
Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,VSIG2,V-set and immunoglobulin domain-containing protein 2,33762,294,2.96 [2.60-3.38],2.004892018459916e-59
