Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,AGRN,Agrin,48391,520,1.91 [1.56-2.32],1.750822544837839e-10
Chapter XI Diseases of the digestive system,Constipation,AREG,Amphiregulin,47970,522,1.60 [1.39-1.83],3.1580082595383717e-11
Chapter XI Diseases of the digestive system,Constipation,BTN2A1,Butyrophilin subfamily 2 member A1,48391,520,2.53 [1.94-3.28],4.440648001333298e-12
Chapter XI Diseases of the digestive system,Constipation,CCN3,CCN family member 3,48692,527,2.00 [1.65-2.43],1.960647380316271e-12
Chapter XI Diseases of the digestive system,Constipation,CD276,CD276 antigen,48157,520,2.00 [1.61-2.49],4.182519676285093e-10
Chapter XI Diseases of the digestive system,Constipation,CD302,CD302 antigen,47970,522,2.03 [1.62-2.55],6.00442935258686e-10
Chapter XI Diseases of the digestive system,Constipation,CHGA,Chromogranin-A,41978,442,1.47 [1.37-1.59],3.459161476522044e-23
Chapter XI Diseases of the digestive system,Constipation,CHRDL1,Chordin-like protein 1,48318,520,2.22 [1.75-2.81],3.988501965524076e-11
Chapter XI Diseases of the digestive system,Constipation,COL18A1,Collagen alpha-1(XVIII) chain,48383,524,2.83 [2.06-3.89],1.3214807009678924e-10
Chapter XI Diseases of the digestive system,Constipation,COL6A3,Collagen alpha-3(VI) chain,48773,527,2.31 [1.92-2.77],8.0372992534097605e-19
Chapter XI Diseases of the digestive system,Constipation,COLEC12,Collectin-12,48157,520,2.56 [1.95-3.36],9.241836683508868e-12
Chapter XI Diseases of the digestive system,Constipation,CSF1,Macrophage colony-stimulating factor 1,48391,520,2.68 [2.07-3.46],4.037954953341801e-14
Chapter XI Diseases of the digestive system,Constipation,DLL1,Delta-like protein 1,48340,517,2.76 [2.18-3.49],1.7665061888123784e-17
Chapter XI Diseases of the digestive system,Constipation,DSC2,Desmocollin-2,47639,512,2.09 [1.72-2.56],3.7013752479721873e-13
Chapter XI Diseases of the digestive system,Constipation,EDA2R,Tumor necrosis factor receptor superfamily member 27,48595,526,1.91 [1.60-2.29],2.0955073380205986e-12
Chapter XI Diseases of the digestive system,Constipation,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,48299,521,2.26 [1.79-2.84],4.978650684719554e-12
Chapter XI Diseases of the digestive system,Constipation,EPHA2,Ephrin type-A receptor 2,46459,506,2.05 [1.66-2.53],2.124400839111545e-11
Chapter XI Diseases of the digestive system,Constipation,EPHB4,Ephrin type-B receptor 4,48773,527,2.42 [1.85-3.16],1.131611051103821e-10
Chapter XI Diseases of the digestive system,Constipation,FOLR1,Folate receptor alpha,48126,513,2.22 [1.74-2.82],8.556474100429708e-11
Chapter XI Diseases of the digestive system,Constipation,FSTL3,Follistatin-related protein 3,48081,519,2.13 [1.72-2.64],5.957683054932479e-12
Chapter XI Diseases of the digestive system,Constipation,GAST,Gastrin,41880,446,1.25 [1.19-1.33],3.8655806985803705e-15
Chapter XI Diseases of the digestive system,Constipation,GDF15,Growth/differentiation factor 15,48773,527,1.81 [1.61-2.03],1.3091640531401526e-23
Chapter XI Diseases of the digestive system,Constipation,GFRA1,GDNF family receptor alpha-1,48521,525,2.63 [2.06-3.36],8.866471707648198e-15
Chapter XI Diseases of the digestive system,Constipation,HAVCR2,Hepatitis A virus cellular receptor 2,48194,517,2.32 [1.91-2.81],1.9368619914972337e-17
Chapter XI Diseases of the digestive system,Constipation,HPGDS,Hematopoietic prostaglandin D synthase,47052,502,0.48 [0.39-0.60],5.152541500258947e-11
Chapter XI Diseases of the digestive system,Constipation,IGFBP4,Insulin-like growth factor-binding protein 4,47573,509,1.75 [1.50-2.04],4.5454712844366964e-13
Chapter XI Diseases of the digestive system,Constipation,IL10RB,Interleukin-10 receptor subunit beta,48391,520,2.07 [1.66-2.59],1.2066609277847314e-10
Chapter XI Diseases of the digestive system,Constipation,IL18BP,Interleukin-18-binding protein,48378,522,2.14 [1.71-2.67],1.56607186955192e-11
Chapter XI Diseases of the digestive system,Constipation,IL2RA,Interleukin-2 receptor subunit alpha,47844,519,1.81 [1.53-2.15],5.701940392714373e-12
Chapter XI Diseases of the digestive system,Constipation,KRT19,"Keratin, type I cytoskeletal 19",48033,517,1.45 [1.31-1.60],2.735753621815668e-13
Chapter XI Diseases of the digestive system,Constipation,LAYN,Layilin,47728,513,1.98 [1.62-2.41],1.596576360525223e-11
Chapter XI Diseases of the digestive system,Constipation,LGALS4,Galectin-4,48157,520,1.60 [1.41-1.82],7.513371692420444e-13
Chapter XI Diseases of the digestive system,Constipation,LGALS9,Galectin-9,48164,519,2.11 [1.69-2.63],3.902568009979548e-11
Chapter XI Diseases of the digestive system,Constipation,MMP12,Macrophage metalloelastase,48220,519,1.59 [1.39-1.82],8.800128289431e-12
Chapter XI Diseases of the digestive system,Constipation,NBL1,Neuroblastoma suppressor of tumorigenicity 1,48340,517,3.04 [2.34-3.96],1.188978108938533e-16
Chapter XI Diseases of the digestive system,Constipation,NECTIN2,Nectin-2,48098,523,2.31 [1.83-2.92],1.7163182571205792e-12
Chapter XI Diseases of the digestive system,Constipation,NECTIN4,Nectin-4,48340,517,2.03 [1.67-2.48],2.287199736281023e-12
Chapter XI Diseases of the digestive system,Constipation,OCLN,Occludin,41904,447,1.78 [1.49-2.11],6.15353952192861e-11
Chapter XI Diseases of the digestive system,Constipation,OGN,Mimecan,48194,517,1.85 [1.56-2.20],1.9817824527706082e-12
Chapter XI Diseases of the digestive system,Constipation,PDCD1,Programmed cell death protein 1,48518,525,1.67 [1.44-1.95],4.062117990242181e-11
Chapter XI Diseases of the digestive system,Constipation,PGA4,Pepsin A-4,42007,442,1.50 [1.33-1.70],1.4108002383867507e-10
Chapter XI Diseases of the digestive system,Constipation,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,48194,517,2.18 [1.70-2.79],6.480539599444222e-10
Chapter XI Diseases of the digestive system,Constipation,PLAUR,Urokinase plasminogen activator surface receptor,47847,517,2.42 [1.88-3.11],8.585218775074212e-12
Chapter XI Diseases of the digestive system,Constipation,POF1B,Protein POF1B,40760,430,1.64 [1.42-1.91],5.266023666788391e-11
Chapter XI Diseases of the digestive system,Constipation,RBFOX3,RNA binding protein fox-1 homolog 3,41904,447,1.76 [1.49-2.08],1.9181711006612544e-11
Chapter XI Diseases of the digestive system,Constipation,REG3A,Regenerating islet-derived protein 3-alpha,48773,527,1.56 [1.40-1.73],2.3622041428499166e-16
