Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ADA2,Adenosine deaminase 2,19173,111,1.54 [1.07-2.22],0.0188405633973222
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,19499,111,2.05 [1.01-4.18],0.0467215493641103
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,18895,108,1.54 [1.07-2.23],0.0210486145330108
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,AHSG,Alpha-2-HS-glycoprotein,16750,101,2.15 [1.10-4.21],0.0257966873653021
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ALCAM,CD166 antigen,19499,111,2.52 [1.13-5.63],0.0237266278970419
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ALPI,Intestinal-type alkaline phosphatase,16241,99,0.81 [0.69-0.96],0.013557538593965
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ANGPT1,Angiopoietin-1,19178,106,0.81 [0.66-0.99],0.038094242508964
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ANXA11,Annexin A11,19189,112,0.78 [0.62-0.99],0.0406338694177496
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,APOA1,Apolipoprotein A-I,16745,100,0.37 [0.16-0.82],0.0142311164137213
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,APOD,Apolipoprotein D,16018,99,0.54 [0.30-0.97],0.040842666376791
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,APP,Amyloid-beta precursor protein,19239,107,0.73 [0.56-0.95],0.0198451522022232
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,AREG,Amphiregulin,19150,109,1.82 [1.26-2.64],0.0015235982882036
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ARMCX2,Armadillo repeat-containing X-linked protein 2,16200,98,0.62 [0.39-0.98],0.0385812912024782
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ATF4,Cyclic AMP-dependent transcription factor ATF-4,16173,97,1.69 [1.03-2.76],0.0371734332704422
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,ATXN10,Ataxin-10,18845,108,0.79 [0.63-0.99],0.0414174894024545
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,B4GAT1,"Beta-1,4-glucuronyltransferase 1",19268,107,0.40 [0.20-0.79],0.0090502354411611
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,BDNF,Brain-derived neurotrophic factor,16740,99,0.78 [0.63-0.97],0.0253166283168115
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,BMP6,Bone morphogenetic protein 6,18863,108,0.65 [0.43-0.97],0.037451458209434
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,BRSK2,Serine/threonine-protein kinase BRSK2,16697,99,0.53 [0.29-0.96],0.0366464996451415
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,C9orf40,Uncharacterized protein C9orf40,16688,99,1.27 [1.00-1.60],0.0466498377305356
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CA3,Carbonic anhydrase 3,19472,111,1.46 [1.13-1.89],0.0035741082237633
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CA8,Carbonic anhydrase-related protein,16241,99,1.59 [1.01-2.51],0.0466399251354113
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CALY,Neuron-specific vesicular protein calcyon,16168,99,1.44 [1.00-2.06],0.048752602789037
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CASP10,Caspase-10,18845,108,0.77 [0.61-0.98],0.0358307163810832
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CAT,Catalase,16509,98,1.40 [1.00-1.96],0.0468699988953949
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CCDC50,Coiled-coil domain-containing protein 50,16697,99,0.66 [0.47-0.93],0.0170990024166383
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CCL20,C-C motif chemokine 20,19475,111,1.29 [1.11-1.51],0.0012136990117469
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CCL21,C-C motif chemokine 21,19325,108,1.82 [1.36-2.42],4.907493653284568e-05
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CCN4,CCN family member 4,19405,109,0.62 [0.39-0.99],0.0447264097896829
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CD300LF,CMRF35-like molecule 1,19405,109,1.36 [1.02-1.81],0.0378568971349841
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CD300LG,CMRF35-like molecule 9,19268,107,0.62 [0.39-0.99],0.0473337489480531
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CD33,Myeloid cell surface antigen CD33,19295,106,1.32 [1.04-1.67],0.0223031029202214
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CD40LG,CD40 ligand,19475,111,0.78 [0.64-0.96],0.0207407861466689
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CD63,CD63 antigen,19046,106,0.68 [0.48-0.95],0.0238815668739992
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CDH1,Cadherin-1,18647,107,0.60 [0.36-0.98],0.0416494460855653
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CDH6,Cadherin-6,19266,108,1.77 [1.18-2.66],0.0058041486103269
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CDHR5,Cadherin-related family member 5,19266,108,1.66 [1.04-2.64],0.0328116210017228
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CDNF,Cerebral dopamine neurotrophic factor,19150,109,0.54 [0.32-0.93],0.0265976633459213
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CELA3A,Chymotrypsin-like elastase family member 3A,19469,111,1.37 [1.05-1.78],0.0209979536928256
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CEP164,Centrosomal protein of 164 kDa,18924,109,0.58 [0.39-0.89],0.0115459926697947
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CEP350,Centrosome-associated protein 350,16173,97,1.57 [1.01-2.46],0.0465427531893066
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CFC1,Cryptic protein,18788,110,1.43 [1.05-1.95],0.0214379381342094
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CIT,Citron Rho-interacting kinase,16302,95,1.52 [1.08-2.14],0.015135789180682
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CLEC4A,C-type lectin domain family 4 member A,19225,112,0.50 [0.33-0.76],0.0011105891833968
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CLNS1A,Methylosome subunit pICln,16302,95,1.70 [1.15-2.51],0.0073331344329937
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CNDP1,Beta-Ala-His dipeptidase,19353,111,0.65 [0.47-0.89],0.007645300603509
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,COL2A1,Collagen alpha-1(II) chain,16272,95,0.76 [0.58-0.99],0.0451867397780974
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,COL6A3,Collagen alpha-3(VI) chain,19499,111,1.68 [1.08-2.59],0.0200106808195266
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CPTP,Ceramide-1-phosphate transfer protein,16168,99,0.49 [0.27-0.91],0.0232958220727701
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CR2,Complement receptor type 2,19353,111,1.42 [1.00-2.01],0.049360322230078
Chapter XIV Diseases of the genitourinary system,Orchitis and epididymitis,CRHBP,Corticotropin-releasing factor-binding protein,19228,108,1.85 [1.01-3.41],0.0477088504748842
