Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AARSD1,Alanyl-tRNA editing protein Aarsd1,35129,227,1.37 [1.13-1.68],0.001787374230139
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ABHD14B,Protein ABHD14B,34906,231,1.25 [1.03-1.53],0.0261186783452044
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",30147,204,0.76 [0.59-0.97],0.0282059701711232
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACAN,Aggrecan core protein,34934,225,0.56 [0.37-0.85],0.0068156542876122
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACE2,Angiotensin-converting enzyme 2,34648,229,1.32 [1.07-1.62],0.0107120614017583
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACRBP,Acrosin-binding protein,30580,208,1.37 [1.03-1.83],0.0294931400616613
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACTN2,Alpha-actinin-2,29722,198,1.55 [1.31-1.84],5.12241633583224e-07
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ACYP1,Acylphosphatase-1,29920,199,1.23 [1.01-1.51],0.0402228818204488
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,35023,232,0.60 [0.43-0.85],0.0032796403502661
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,35396,231,0.56 [0.44-0.72],7.65485228577887e-06
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AGRP,Agouti-related protein,35692,236,0.77 [0.62-0.95],0.0156693028850839
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AK1,Adenylate kinase isoenzyme 1,35281,230,1.21 [1.02-1.44],0.0320687214932293
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AKT1S1,Proline-rich AKT1 substrate 1,34450,221,1.31 [1.09-1.57],0.0031779223199981
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AKT2,RAC-beta serine/threonine-protein kinase,30669,208,1.12 [1.01-1.24],0.0396661861581027
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AKT3,RAC-gamma serine/threonine-protein kinase,34322,224,1.25 [1.02-1.53],0.0318904663983988
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ANGPTL1,Angiopoietin-related protein 1,34787,226,1.53 [1.02-2.29],0.0387673344860313
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ANKRD54,Ankyrin repeat domain-containing protein 54,34489,225,1.26 [1.06-1.49],0.0089097023825407
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ANXA3,Annexin A3,35541,235,1.22 [1.04-1.43],0.0165584080550369
Chapter X Diseases of the respiratory system,Allergic asthma (mode),AP2B1,AP-2 complex subunit beta,29887,202,1.36 [1.06-1.75],0.0143403531648812
Chapter X Diseases of the respiratory system,Allergic asthma (mode),APRT,Adenine phosphoribosyltransferase,34971,232,1.46 [1.13-1.88],0.003572189186965
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ARF6,ADP-ribosylation factor 6,30579,205,1.17 [1.03-1.33],0.0160474292266405
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ARFIP1,Arfaptin-1,30669,208,1.27 [1.06-1.53],0.0110458591642341
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ARL13B,ADP-ribosylation factor-like protein 13B,29722,198,1.22 [1.02-1.46],0.0257343457220652
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ASAH1,Acid ceramidase,30429,207,1.28 [1.00-1.65],0.0499359761660587
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATG16L1,Autophagy-related protein 16-1,30579,205,1.17 [1.00-1.36],0.0462343819827212
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATG4A,Cysteine protease ATG4A,34489,225,1.28 [1.06-1.54],0.0087485482512049
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATP6V1F,V-type proton ATPase subunit F,34389,220,1.21 [1.02-1.44],0.0253522522058161
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATP6V1G1,V-type proton ATPase subunit G 1,29903,203,1.25 [1.04-1.49],0.0152170787721734
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATXN10,Ataxin-10,34450,221,1.20 [1.02-1.42],0.0300684120109546
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATXN2,Ataxin-2,29727,201,1.13 [1.02-1.25],0.0196442518126647
Chapter X Diseases of the respiratory system,Allergic asthma (mode),ATXN3,Ataxin-3,30651,206,1.30 [1.06-1.59],0.0118132130972265
Chapter X Diseases of the respiratory system,Allergic asthma (mode),B4GAT1,"Beta-1,4-glucuronyltransferase 1",35298,235,0.56 [0.35-0.90],0.0164458897813521
Chapter X Diseases of the respiratory system,Allergic asthma (mode),BCL2L1,Bcl-2-like protein 1,30651,206,1.15 [1.00-1.31],0.0450170998769912
Chapter X Diseases of the respiratory system,Allergic asthma (mode),BLMH,Bleomycin hydrolase,35733,237,1.63 [1.16-2.28],0.0043557719992213
Chapter X Diseases of the respiratory system,Allergic asthma (mode),BOLA2_BOLA2B,BolA-like protein 2,29903,203,1.34 [1.05-1.71],0.0184252511761245
Chapter X Diseases of the respiratory system,Allergic asthma (mode),BPIFB2,BPI fold-containing family B member 2,30664,207,1.30 [1.08-1.56],0.0055119901657177
Chapter X Diseases of the respiratory system,Allergic asthma (mode),C5,Complement C5,30761,204,2.49 [1.20-5.18],0.0145141298555686
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CA2,Carbonic anhydrase 2,35177,234,1.24 [1.06-1.45],0.0083091432376979
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CA3,Carbonic anhydrase 3,35671,236,1.22 [1.02-1.45],0.0323716938088913
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2,29903,203,1.20 [1.01-1.42],0.0411561369342347
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CAPS,Calcyphosin,30651,206,1.19 [1.07-1.33],0.0016021113292079
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CASP8,Caspase-8,35500,229,1.26 [1.06-1.50],0.0083776306510422
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CBLN4,Cerebellin-4,35597,229,0.37 [0.26-0.54],1.2504699141157478e-07
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CC2D1A,Coiled-coil and C2 domain-containing protein 1A,35023,232,1.17 [1.01-1.37],0.0363875799477395
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CCL17,C-C motif chemokine 17,35230,234,1.16 [1.02-1.31],0.0256927815941575
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CCL27,C-C motif chemokine 27,35281,230,1.31 [1.08-1.58],0.0062974078098755
Chapter X Diseases of the respiratory system,Allergic asthma (mode),CCL7,C-C motif chemokine 7,35244,233,1.21 [1.01-1.44],0.0335919490935983
