Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Alzheimer disease,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",44786,575,0.91 [0.83-1.00],0.0398106013105645
Chapter VI Diseases of the nervous system,Alzheimer disease,ACRBP,Acrosin-binding protein,44579,573,0.79 [0.64-0.98],0.0338589168155896
Chapter VI Diseases of the nervous system,Alzheimer disease,ACTA2,"Actin, aortic smooth muscle",50576,656,1.27 [1.10-1.45],0.0007751583798701
Chapter VI Diseases of the nervous system,Alzheimer disease,ACY1,Aminoacylase-1,51520,659,0.89 [0.79-1.00],0.0499868216360553
Chapter VI Diseases of the nervous system,Alzheimer disease,ADA2,Adenosine deaminase 2,51221,656,1.27 [1.09-1.49],0.0024434476067285
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43494,565,1.37 [1.09-1.74],0.0075719781869534
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,50576,656,1.39 [1.11-1.73],0.0043835560459629
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51888,664,1.28 [1.01-1.62],0.0423242381296576
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44598,575,1.49 [1.15-1.93],0.0025283397030462
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,43494,565,1.36 [1.08-1.72],0.0083164817059384
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,51678,662,0.72 [0.62-0.84],2.677290648230204e-05
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAMTSL2,ADAMTS-like protein 2,44792,582,1.32 [1.04-1.67],0.020646026330432
Chapter VI Diseases of the nervous system,Alzheimer disease,ADAMTSL4,ADAMTS-like protein 4,43598,560,1.55 [1.10-2.20],0.0127124265098697
