Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Motor neuron disease,A1BG,Alpha-1B-glycoprotein,17921,93,0.69 [0.22-2.17],0.5212781822305912
Chapter VI Diseases of the nervous system,Motor neuron disease,AAMDC,Mth938 domain-containing protein,17416,92,0.95 [0.65-1.38],0.7812785099603814
Chapter VI Diseases of the nervous system,Motor neuron disease,AARSD1,Alanyl-tRNA editing protein Aarsd1,20562,99,1.04 [0.75-1.43],0.8289349650235811
Chapter VI Diseases of the nervous system,Motor neuron disease,ABCA2,ATP-binding cassette sub-family A member 2,17327,91,1.04 [0.59-1.84],0.8795236631373614
Chapter VI Diseases of the nervous system,Motor neuron disease,ABHD14B,Protein ABHD14B,20448,100,1.05 [0.77-1.43],0.7517420201667459
Chapter VI Diseases of the nervous system,Motor neuron disease,ABL1,Tyrosine-protein kinase ABL1,20562,99,1.17 [0.92-1.49],0.2056690268689929
Chapter VI Diseases of the nervous system,Motor neuron disease,ABO,Histo-blood group ABO system transferase,17913,92,0.94 [0.82-1.08],0.3931587791900276
Chapter VI Diseases of the nervous system,Motor neuron disease,ABRAXAS2,BRISC complex subunit Abraxas 2,17327,91,1.14 [0.85-1.53],0.391310625918609
Chapter VI Diseases of the nervous system,Motor neuron disease,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",20129,96,1.01 [0.81-1.27],0.8980872319633588
Chapter VI Diseases of the nervous system,Motor neuron disease,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",17565,90,1.21 [0.96-1.52],0.1145652450450054
Chapter VI Diseases of the nervous system,Motor neuron disease,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",17906,90,1.08 [0.87-1.35],0.4700114480643551
Chapter VI Diseases of the nervous system,Motor neuron disease,ACAN,Aggrecan core protein,20457,97,0.82 [0.43-1.57],0.5583344813785359
Chapter VI Diseases of the nervous system,Motor neuron disease,ACE,Angiotensin-converting enzyme,17913,92,1.37 [0.63-2.97],0.4242236777253402
Chapter VI Diseases of the nervous system,Motor neuron disease,ACE2,Angiotensin-converting enzyme 2,20284,96,0.97 [0.67-1.42],0.8828475470076467
Chapter VI Diseases of the nervous system,Motor neuron disease,ACHE,Acetylcholinesterase,17481,89,1.20 [0.66-2.20],0.5506051268115497
Chapter VI Diseases of the nervous system,Motor neuron disease,ACOT13,Acyl-coenzyme A thioesterase 13,17830,93,1.11 [0.93-1.32],0.2554610577620735
Chapter VI Diseases of the nervous system,Motor neuron disease,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,20642,97,1.30 [0.93-1.81],0.1194124145455235
Chapter VI Diseases of the nervous system,Motor neuron disease,ACP1,Low molecular weight phosphotyrosine protein phosphatase,17385,90,0.67 [0.41-1.09],0.1056809968542303
Chapter VI Diseases of the nervous system,Motor neuron disease,ACP5,Tartrate-resistant acid phosphatase type 5,20699,100,0.73 [0.42-1.25],0.2534652748228146
Chapter VI Diseases of the nervous system,Motor neuron disease,ACP6,Lysophosphatidic acid phosphatase type 6,20813,99,1.04 [0.79-1.36],0.799749931260672
Chapter VI Diseases of the nervous system,Motor neuron disease,ACRBP,Acrosin-binding protein,17822,91,1.36 [0.84-2.21],0.2092051546573458
Chapter VI Diseases of the nervous system,Motor neuron disease,ACRV1,Acrosomal protein SP-10,17385,90,1.12 [0.89-1.41],0.3442091699453004
Chapter VI Diseases of the nervous system,Motor neuron disease,ACSL1,Long-chain-fatty-acid--CoA ligase 1,17327,91,1.17 [0.70-1.97],0.5471092798015148
Chapter VI Diseases of the nervous system,Motor neuron disease,ACTA2,"Actin, aortic smooth muscle",20284,96,1.10 [0.75-1.61],0.6372523262935155
Chapter VI Diseases of the nervous system,Motor neuron disease,ACTN2,Alpha-actinin-2,17327,91,1.25 [0.93-1.67],0.1344912290629387
