Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,A1BG,Alpha-1B-glycoprotein,22379,430,2.22 [1.30-3.78],0.0033530987901241
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AAMDC,Mth938 domain-containing protein,21740,418,1.08 [0.90-1.28],0.4031578206664056
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AARSD1,Alanyl-tRNA editing protein Aarsd1,25639,475,1.08 [0.94-1.25],0.285584584924149
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABCA2,ATP-binding cassette sub-family A member 2,21639,411,1.10 [0.84-1.42],0.4894703972302617
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABHD14B,Protein ABHD14B,25505,473,1.12 [0.98-1.29],0.1074292432829362
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABL1,Tyrosine-protein kinase ABL1,25639,475,1.14 [1.02-1.28],0.018563652173528
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABO,Histo-blood group ABO system transferase,22372,430,0.99 [0.93-1.06],0.7980715292342313
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABRAXAS2,BRISC complex subunit Abraxas 2,21639,411,1.11 [0.97-1.27],0.1444350651084919
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",25135,464,1.14 [1.04-1.25],0.0045289074986246
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",21938,419,1.04 [0.92-1.19],0.5058071096998888
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",22346,424,0.98 [0.88-1.09],0.696082437367249
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACAN,Aggrecan core protein,25527,479,1.39 [1.05-1.85],0.0212658236216254
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACE,Angiotensin-converting enzyme,22372,430,1.06 [0.75-1.51],0.7361654332722481
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACE2,Angiotensin-converting enzyme 2,25288,474,1.33 [1.16-1.53],6.308143389996083e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACHE,Acetylcholinesterase,21854,423,1.12 [0.86-1.47],0.3999646101173489
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACOT13,Acyl-coenzyme A thioesterase 13,22278,423,1.03 [0.95-1.12],0.4088110563653749
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,25760,482,1.09 [0.94-1.28],0.2596529501236267
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACP1,Low molecular weight phosphotyrosine protein phosphatase,21720,415,0.86 [0.69-1.07],0.169729551967445
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACP5,Tartrate-resistant acid phosphatase type 5,25850,478,1.39 [1.10-1.76],0.0063549756735928
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACP6,Lysophosphatidic acid phosphatase type 6,25955,482,1.12 [0.99-1.28],0.0731729813143733
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACRBP,Acrosin-binding protein,22257,425,1.01 [0.80-1.29],0.9070164468449464
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACRV1,Acrosomal protein SP-10,21720,415,1.13 [1.00-1.28],0.047918277893391
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACSL1,Long-chain-fatty-acid--CoA ligase 1,21639,411,0.97 [0.74-1.27],0.822638890067289
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACTA2,"Actin, aortic smooth muscle",25288,474,1.15 [0.97-1.36],0.1090650483496677
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACTN2,Alpha-actinin-2,21639,411,1.21 [1.05-1.40],0.0087179391478436
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACTN4,Alpha-actinin-4,25267,470,1.13 [0.89-1.44],0.3098827221635953
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACVRL1,Serine/threonine-protein kinase receptor R3,25549,475,1.83 [1.32-2.53],0.0003154655158596
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACY1,Aminoacylase-1,25760,482,1.10 [0.97-1.24],0.139748437780046
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,21639,411,1.14 [0.97-1.33],0.1155361816034812
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACYP1,Acylphosphatase-1,21773,422,1.15 [1.00-1.32],0.0552579972352472
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADA,Adenosine deaminase,26062,484,1.29 [1.04-1.60],0.0186036874028105
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADA2,Adenosine deaminase 2,25567,474,1.28 [1.06-1.55],0.0089526262709102
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21720,415,1.35 [1.12-1.64],0.001673737344737
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,25288,474,1.30 [1.00-1.68],0.0497687191419907
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,25597,475,1.10 [0.87-1.38],0.4155663952510585
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,26062,484,1.15 [0.91-1.46],0.2346774619363481
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,25972,479,1.34 [1.01-1.78],0.0440154264636983
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,22278,423,1.39 [1.04-1.86],0.0250225482402036
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,21720,415,1.21 [0.93-1.58],0.1570807071661849
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,26073,483,0.72 [0.51-1.01],0.0542467253299771
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25639,475,1.22 [1.01-1.47],0.0413199329888782
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,25288,474,1.18 [0.95-1.46],0.1300532606022513
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,21720,415,1.32 [1.04-1.67],0.0239335537102433
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,25821,479,0.81 [0.68-0.96],0.0167544686711688
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTSL2,ADAMTS-like protein 2,22347,424,1.53 [1.19-1.98],0.0011145238930143
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTSL4,ADAMTS-like protein 4,21740,418,1.17 [0.80-1.71],0.4323184745913929
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADAMTSL5,ADAMTS-like protein 5,22346,424,1.07 [0.85-1.35],0.5451233932712554
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,25135,464,1.13 [0.92-1.38],0.2398178321544128
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADD1,Alpha-adducin,21854,423,1.03 [0.90-1.18],0.6297696192802729
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRB3,Adhesion G protein-coupled receptor B3,25549,475,1.12 [0.88-1.43],0.3496932854583541
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRD1,Adhesion G-protein coupled receptor D1,21854,423,1.27 [1.01-1.59],0.0375732689792967
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRE1,Adhesion G protein-coupled receptor E1,22278,423,0.96 [0.81-1.13],0.6088222004369173
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRE2,Adhesion G protein-coupled receptor E2,25867,477,1.12 [0.85-1.49],0.4186680511387409
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRE5,Adhesion G protein-coupled receptor E5,25932,482,0.94 [0.72-1.23],0.6397144784767235
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRF5,Adhesion G protein-coupled receptor F5,22346,424,1.15 [0.84-1.59],0.390473979264433
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRG1,Adhesion G-protein coupled receptor G1,25639,475,1.18 [1.06-1.32],0.0035509463417683
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRG2,Adhesion G-protein coupled receptor G2,25760,482,1.01 [0.75-1.35],0.9518484647349504
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADGRV1,Adhesion G-protein coupled receptor V1,21652,415,0.96 [0.84-1.10],0.5867964613255439
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADH1B,All-trans-retinol dehydrogenase,21854,423,1.14 [1.02-1.27],0.0244048403585465
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,25288,474,1.11 [1.02-1.22],0.0210193025741402
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADIPOQ,Adiponectin,22379,430,0.95 [0.83-1.09],0.4472862452086894
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADM,Pro-adrenomedullin,25990,483,2.25 [1.66-3.05],1.4946185818891514e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ADRA2A,Alpha-2A adrenergic receptor,21639,411,0.87 [0.75-1.01],0.0769501805157079
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AFAP1,Actin filament-associated protein 1,21854,423,0.99 [0.89-1.11],0.893932779914084
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AFM,Afamin,22379,430,1.84 [1.16-2.94],0.0100546626411542
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AFP,Alpha-fetoprotein,25509,475,0.97 [0.86-1.10],0.6376893742591536
