Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,A1BG,Alpha-1B-glycoprotein,22084,135,0.64 [0.25-1.61],0.3409061465908508
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AAMDC,Mth938 domain-containing protein,21454,132,1.04 [0.76-1.42],0.7903311018526714
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AARSD1,Alanyl-tRNA editing protein Aarsd1,25320,156,1.07 [0.83-1.37],0.6082415731308155
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABCA2,ATP-binding cassette sub-family A member 2,21359,131,1.28 [0.82-1.99],0.2753218303686827
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABHD14B,Protein ABHD14B,25188,156,1.10 [0.86-1.40],0.4489667032298727
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABL1,Tyrosine-protein kinase ABL1,25320,156,1.14 [0.93-1.39],0.2030099247671634
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABO,Histo-blood group ABO system transferase,22078,136,0.93 [0.83-1.05],0.238488751126205
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABRAXAS2,BRISC complex subunit Abraxas 2,21359,131,1.06 [0.83-1.36],0.6371547614523727
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",24820,149,1.16 [0.99-1.37],0.0708241748566965
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",21653,134,1.22 [1.02-1.47],0.0298497455591991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",22056,134,1.07 [0.89-1.28],0.4561696363634491
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACAN,Aggrecan core protein,25202,154,1.79 [1.09-2.94],0.0220703135082644
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACE,Angiotensin-converting enzyme,22078,136,1.57 [0.83-2.97],0.1618118089466917
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACE2,Angiotensin-converting enzyme 2,24967,153,1.56 [1.24-1.98],0.0001900464993537
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACHE,Acetylcholinesterase,21563,132,1.15 [0.70-1.88],0.579196888882506
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACOT13,Acyl-coenzyme A thioesterase 13,21991,136,1.00 [0.87-1.16],0.981985714050201
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,25434,156,0.99 [0.75-1.32],0.9648550075687125
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,21435,130,1.03 [0.72-1.49],0.8629426410542094
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACP5,Tartrate-resistant acid phosphatase type 5,25526,154,1.31 [0.86-1.98],0.2105934825702738
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACP6,Lysophosphatidic acid phosphatase type 6,25629,156,1.18 [0.94-1.49],0.1501766627758372
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACRBP,Acrosin-binding protein,21968,136,0.91 [0.59-1.40],0.6579090417064601
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACRV1,Acrosomal protein SP-10,21435,130,1.20 [0.96-1.51],0.1161712574006137
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,21359,131,0.89 [0.54-1.46],0.6426626629362993
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACTA2,"Actin, aortic smooth muscle",24967,153,1.09 [0.81-1.48],0.5661703020008538
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACTN2,Alpha-actinin-2,21359,131,1.13 [0.86-1.48],0.371437470563587
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACTN4,Alpha-actinin-4,24946,149,0.94 [0.58-1.51],0.7922949173830547
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACVRL1,Serine/threonine-protein kinase receptor R3,25230,156,2.81 [1.63-4.84],0.0001920338372018
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACY1,Aminoacylase-1,25434,156,1.06 [0.85-1.32],0.6006483298363243
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,21359,131,1.27 [0.96-1.67],0.0970394760020671
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACYP1,Acylphosphatase-1,21483,132,1.09 [0.85-1.40],0.505411538789232
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADA,Adenosine deaminase,25734,156,1.44 [0.99-2.10],0.0547860354719445
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADA2,Adenosine deaminase 2,25246,153,0.80 [0.57-1.14],0.2151499783427214
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21435,130,1.30 [0.86-1.97],0.2082743464157785
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,24967,153,1.43 [0.90-2.25],0.1262719417652869
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,25278,156,0.86 [0.57-1.29],0.4587333189528803
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,25734,156,1.12 [0.74-1.68],0.5956843459041161
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,25649,156,0.86 [0.53-1.41],0.5483423738002405
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,21991,136,1.54 [0.93-2.56],0.0918083342795509
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,21435,130,1.39 [0.91-2.12],0.1320576951545131
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,25746,156,0.88 [0.48-1.61],0.6762692019922609
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25320,156,1.16 [0.83-1.62],0.3722111380813007
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,24967,153,1.10 [0.72-1.66],0.6662358453564834
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,21435,130,1.26 [0.82-1.95],0.2940549524143094
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,25498,156,0.82 [0.60-1.12],0.2095385237130791
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTSL2,ADAMTS-like protein 2,22057,134,1.44 [0.90-2.31],0.1314250834029399
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTSL4,ADAMTS-like protein 4,21454,132,1.25 [0.63-2.50],0.5234014618052831
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTSL5,ADAMTS-like protein 5,22056,134,1.11 [0.73-1.68],0.6220041752944239
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,24820,149,0.97 [0.64-1.49],0.904265451774292
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADD1,Alpha-adducin,21563,132,1.02 [0.80-1.30],0.8481503997889135
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRB3,Adhesion G protein-coupled receptor B3,25230,156,1.05 [0.68-1.60],0.8385480665506353
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRD1,Adhesion G-protein coupled receptor D1,21563,132,1.23 [0.81-1.86],0.3411138429738121
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRE1,Adhesion G protein-coupled receptor E1,21991,136,0.82 [0.61-1.11],0.2073393832812073
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRE2,Adhesion G protein-coupled receptor E2,25545,155,0.97 [0.59-1.61],0.920286158646448
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRE5,Adhesion G protein-coupled receptor E5,25605,155,0.69 [0.43-1.13],0.1388825504217423
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRF5,Adhesion G protein-coupled receptor F5,22056,134,0.91 [0.52-1.60],0.7399909876337599
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRG1,Adhesion G-protein coupled receptor G1,25320,156,1.21 [0.99-1.48],0.0616893230847278
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRG2,Adhesion G-protein coupled receptor G2,25434,156,0.95 [0.57-1.60],0.8470676637980813
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRV1,Adhesion G-protein coupled receptor V1,21369,132,1.15 [0.94-1.41],0.1788105523241137
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADH1B,All-trans-retinol dehydrogenase,21563,132,1.10 [0.89-1.35],0.3837301460032374
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,24967,153,1.08 [0.91-1.27],0.3761571027319899
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADIPOQ,Adiponectin,22084,135,0.90 [0.71-1.14],0.3741297608139291
