Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,Inverse variance weighted,6,1.13 [1.07-1.19],6.59278455832507e-06
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL6,Interleukin-6,Inverse variance weighted,6,1.11 [1.05-1.17],7.94136827464493e-05
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,0.89 [0.85-0.94],5.37531296866235e-05
