Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
MSLN,Mesothelin,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,36,1.03 [1.01-1.06],0.0144199543402334
MSLN,Mesothelin,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,36,1.03 [1.01-1.06],0.015222447698886
MSLN,Mesothelin,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,36,0.86 [0.75-0.99],0.0358957937600396
MSLN,Mesothelin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,36,1.03 [1.01-1.07],0.0216874293764937
MSLN,Mesothelin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,36,1.04 [1.00-1.07],0.0410019565266701
MSLN,Mesothelin,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,36,0.77 [0.67-0.88],9.14767866677793e-05
MSLN,Mesothelin,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,36,1.09 [1.01-1.17],0.0218412617771945
MSLN,Mesothelin,Chapter X Diseases of the respiratory system,Pneumothorax,Inverse variance weighted,36,1.13 [1.02-1.24],0.0164964340178727
MSLN,Mesothelin,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,Inverse variance weighted,36,0.96 [0.92-0.99],0.0128053689822932
MSLN,Mesothelin,Chapter XII Diseases of the skin and subcutaneous tissue,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",Inverse variance weighted,36,0.91 [0.85-0.97],0.0040518595601866
MSLN,Mesothelin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,36,1.04 [1.01-1.07],0.0109757682489965
MSLN,Mesothelin,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,36,1.10 [1.00-1.21],0.0423599298408628
