Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
IGSF3,Immunoglobulin superfamily member 3,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,6,1.22 [1.05-1.43],0.0117000396654194
IGSF3,Immunoglobulin superfamily member 3,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,6,1.21 [1.04-1.41],0.0127944521151137
IGSF3,Immunoglobulin superfamily member 3,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,6,1.22 [1.03-1.44],0.0226209100190852
