Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
FABP5,Fatty acid-binding protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Wald ratio,1,1.24 [1.01-1.53],0.0410918645823935
FABP5,Fatty acid-binding protein 5,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Wald ratio,1,0.46 [0.25-0.86],0.0140930975655102
