Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
ANPEP,Aminopeptidase N,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,25,1.13 [1.01-1.27],0.0277448154987615
ANPEP,Aminopeptidase N,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,25,1.06 [1.01-1.12],0.0190612795607537
