Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
RBP7,Retinoid-binding protein 7,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,15,0.92 [0.86-0.99],0.020319733974612
RBP7,Retinoid-binding protein 7,Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,15,1.36 [1.05-1.76],0.0212610896417211
