Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GRPEL1,"GrpE protein homolog 1, mitochondrial",Chapter XI Diseases of the digestive system,Cholelithiasis,Inverse variance weighted,3,1.31 [1.05-1.63],0.0166193556416203
GRPEL1,"GrpE protein homolog 1, mitochondrial",Chapter XI Diseases of the digestive system,Diaphragmatic hernia,Inverse variance weighted,3,1.50 [1.01-2.22],0.0434269404499764
GRPEL1,"GrpE protein homolog 1, mitochondrial",Chapter XI Diseases of the digestive system,Oesophagitis,Inverse variance weighted,3,0.42 [0.20-0.89],0.0233108427267885
