Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GSTA3,Glutathione S-transferase A3,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,9,1.15 [1.02-1.29],0.0225402177206471
