Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,Inverse variance weighted,2,0.38 [0.16-0.91],0.0289454195886154
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,2,0.11 [0.01-0.95],0.0446460596025039
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter IX Diseases of the circulatory system,Endocarditis,Inverse variance weighted,2,0.20 [0.04-0.95],0.0432055373130919
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,2,0.61 [0.49-0.76],1.24011382659326e-05
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,Inverse variance weighted,2,0.62 [0.42-0.90],0.0119049250644999
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XI Diseases of the digestive system,Diseases of peritoneum,Inverse variance weighted,2,0.37 [0.15-0.89],0.0264685609229444
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,Inverse variance weighted,2,4.62 [1.47-14.53],0.0087908676183958
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,Inverse variance weighted,2,0.21 [0.06-0.75],0.015970047333224
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthrosis,Inverse variance weighted,2,0.50 [0.26-0.94],0.0322689403331285
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other hammer toe(s) (acquired),Inverse variance weighted,2,0.41 [0.21-0.80],0.0092445096939227
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,2,0.60 [0.44-0.81],0.0007039495740799
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,2,0.58 [0.37-0.92],0.0215820025089158
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Inverse variance weighted,2,0.76 [0.58-1.00],0.0459278150237561
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIV Diseases of the genitourinary system,Other specified disorders of kidney and ureter,Inverse variance weighted,2,0.18 [0.03-0.91],0.0385100649945204
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter XIV Diseases of the genitourinary system,"Tubulo-interstitial nephritis, not specified as acute or chronic",Inverse variance weighted,2,4.23 [1.46-12.24],0.0077166693730515
RBFOX3,RNA binding protein fox-1 homolog 3,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,Inverse variance weighted,2,0.61 [0.38-0.98],0.0420617486922018
