Pro_code,ImportanceScore
CRYBB2,0.0662076393254773
NEFL,0.0503583223565606
REG4,0.0388911975155506
CDCP1,0.0357351704360714
THSD1,0.0301984147492267
ADM,0.0275582515090894
SPON1,0.0253530736261302
MSR1,0.0237736176089313
VSIG2,0.023668390291868
CNTN1,0.0178050095186673
PILRB,0.017162956519968
LDLR,0.0152304527944752
REN,0.0145982541377913
LYPD8,0.013775006321091
CRHR1,0.0132892638073087
CD274,0.0126336893616393
IL1A,0.0123634970027876
EEF1D,0.012060834964104
LAMA1,0.0113378848939963
BCL2L15,0.0105849743131502
CPXM2,0.0104569741318541
SUSD1,0.0096033932309263
SPP1,0.0092688242901217
ADAMTS16,0.0091898650171644
CNGB3,0.0089580865931198
HAVCR1,0.0088643103089986
TREM2,0.0086321459301848
SERPINA12,0.0076814287015712
KIR2DL3,0.0074305295235055
EPB41L5,0.0073894909379224
C1QA,0.0071622959325456
WAS,0.0070063111624173
SFTPA1,0.006763552795263
FGF5,0.0067376738290718
RUVBL1,0.0067191832829237
GAS2,0.0067134869453162
SMOC1,0.0065758409980038
CBLN4,0.0065370097535552
ACHE,0.0063551849203178
HADH,0.0062938255364659
ADAM22,0.0062703700429502
CSF2RA,0.0061740924318834
MFAP3L,0.005887409702912
CA9,0.0058771503101089
IGDCC4,0.0057998607408722
GIPR,0.0056473384079887
ASAH2,0.005612837424235
CD34,0.0052338836246283
DDX58,0.0051564246573328
B4GAT1,0.0049686999005937
IL17D,0.0045401171212664
CCL8,0.0044645166048091
EP300,0.0043949005487074
IL10,0.0042757076053072
APEX1,0.0042746592463856
MSMB,0.0042653176866187
AKR1B1,0.0042520567749271
DOC2B,0.0042127101704817
STX8,0.0041913118799693
ERBB4,0.0041654562204825
ADGRG2,0.0040358438891494
RASA1,0.0039931807702779
SATB1,0.0039655534789001
KDR,0.0039543415934346
ERN1,0.003807045836077
LRRC25,0.0037946841898966
CD2AP,0.0036915415423903
GFAP,0.0036289772478666
CDKN1A,0.0035526310701347
COQ7,0.0035451922321639
RET,0.0035434609660003
LYPD3,0.0035217238173861
KLK1,0.0035052502142327
PM20D1,0.0034191068025649
CCL7,0.0033771636740826
XRCC4,0.0033596014627363
CXCL17,0.0033489072859966
TNFRSF10B,0.0033453816920016
NOTCH3,0.003314170936475
TOP1MT,0.0033135864763221
NTF4,0.0033087996817308
ACE,0.0032940825013989
SPINK5,0.003280093023363
LRIG1,0.0032432272047896
GABARAPL1,0.0032138281643345
GCG,0.0031951399010231
MAGED1,0.003190201453963
CORO1A,0.003178420673775
TREML2,0.0031259450057718
IGFBP1,0.0031060124050149
TRAF3IP2,0.003104276766441
CEACAM6,0.0030798877149895
NIT1,0.0030394049356972
GUCA2A,0.0030378935182732
CD38,0.0030148374107983
WIF1,0.0029916995175708
RNASE6,0.0029882706665017
CDH2,0.0029517426158971
CUZD1,0.002945880550503
S100A14,0.0029386213561712
GPIHBP1,0.0029231313345687
ITGB2,0.0029167365268774
SMARCA2,0.0029130566437142
CDHR2,0.0028800500985436
TSPYL1,0.0028686380996067
MYO9B,0.0028626675506434
ANG,0.0027910292957081
CTSZ,0.0027693486165706
PRSS27,0.0027518038771748
LELP1,0.0027461592785385
PON2,0.0027438682754268
TDO2,0.00271161385416
STC1,0.002650165716041
IL17A,0.0026447855050245
CA11,0.0026415234694619
EXOSC10,0.002618358708974
SCN2B,0.0026179497407247
STX4,0.0025772050065556
PMCH,0.002571569289088
CLSTN2,0.0025209425275705
TNC,0.0025150732391928
TBCC,0.0024859772910283
CCL27,0.0024683633941995
TMSB10,0.0024358419232233
NRP2,0.0024323903673932
SCG3,0.002431630960615
MAPKAPK2,0.0024160198427591
ELN,0.0024107901030902
PTN,0.0024000254053604
TNFRSF1B,0.0023878267354023
AKR1B10,0.0023579835541557
DDX1,0.0023534771827282
PBLD,0.002340047757796
PLCB1,0.0023393021693868
ANGPT1,0.0023008895751086
GALNT3,0.0022974563209526
MKI67,0.002244300432071
CDA,0.0022355114639515
ABRAXAS2,0.0022274436543051
EPHA1,0.0022250916563765
AHNAK2,0.0021374797649359
CD14,0.0021277039967514
PENK,0.0020834583038653
IQGAP2,0.0020760299689945
MCTS1,0.0020522816124016
RALY,0.0020265977233455
PLA2G10,0.0020202234142082
MTHFD2,0.0020010842016909
CD99,0.0019883943850881
SLAMF8,0.001981433938895
NTRK2,0.0018460767111591
MAPT,0.0018340874803482
IL22,0.001816708814495
SIRT5,0.0017804441319739
EGFLAM,0.0017235765033414
LCN15,0.0016085101725078
CD5L,0.0014974066904214
PKD2,0.001255530864735
APPL2,0.0012350820215957
LGALS3BP,0.001199957709528
CBLIF,0.0008461389219505
