Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ADM,Pro-adrenomedullin,23634,642,1.95 [1.48-2.56],1.859362272089116e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,ASGR2,Asialoglycoprotein receptor 2,20335,543,2.20 [1.64-2.95],1.716508243725189e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,ATRAID,All-trans retinoic acid-induced differentiation factor,20247,541,1.57 [1.29-1.91],7.818808377614371e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,CD302,CD302 antigen,23316,629,1.65 [1.36-2.01],6.290431264561337e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",20261,539,1.65 [1.41-1.93],2.8879080877358726e-10
Chapter VI Diseases of the nervous system,Sleep apnoea,CHGA,Chromogranin-A,20316,540,1.21 [1.12-1.31],2.3021363437592907e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,COLEC12,Collectin-12,23395,628,1.78 [1.40-2.27],3.2445251280642954e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,EDN1,Endothelin-1,19748,523,1.91 [1.46-2.49],2.10850368249974e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,EFNA4,Ephrin-A4,23184,625,1.67 [1.37-2.03],3.6818826640098e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,FABP3,"Fatty acid-binding protein, heart",20309,540,1.38 [1.21-1.58],2.3075899907475134e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,FABP4,"Fatty acid-binding protein, adipocyte",23718,640,1.39 [1.23-1.57],2.1052303024405506e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,FGF23,Fibroblast growth factor 23,23594,640,1.30 [1.17-1.45],1.0116873642358645e-06
Chapter VI Diseases of the nervous system,Sleep apnoea,GAST,Gastrin,20261,539,1.15 [1.09-1.22],1.1512830821161717e-07
Chapter VI Diseases of the nervous system,Sleep apnoea,GDF15,Growth/differentiation factor 15,23718,640,1.44 [1.26-1.64],5.21179076494651e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,HAVCR1,Hepatitis A virus cellular receptor 1,23598,642,1.32 [1.20-1.46],8.576139858370642e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,HSPB6,Heat shock protein beta-6,23634,642,1.48 [1.26-1.74],1.4315228716727513e-06
