Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Other pleural conditions,AREG,Amphiregulin,21214,64,3.61 [2.58-5.04],6.241802960619253e-14
Chapter X Diseases of the respiratory system,Other pleural conditions,BAMBI,BMP and activin membrane-bound inhibitor homolog,20843,66,3.31 [2.01-5.45],2.572641342189591e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,BST2,Bone marrow stromal antigen 2,21516,66,1.94 [1.48-2.54],1.264380714644447e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CD27,CD27 antigen,21378,66,2.60 [1.74-3.89],2.857431627542017e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CD72,B-cell differentiation antigen CD72,18077,50,2.68 [1.78-4.04],2.395429369578872e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",18437,53,2.69 [1.80-4.03],1.4869525029590638e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,COL4A1,Collagen alpha-1(IV) chain,21324,67,2.82 [1.84-4.31],1.916592408486466e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CREG1,Protein CREG1,21032,64,2.50 [1.70-3.70],3.697747356821915e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CRIM1,Cysteine-rich motor neuron 1 protein,21410,66,9.31 [3.76-23.04],1.3783733085454354e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,CXCL13,C-X-C motif chemokine 13,21516,66,1.60 [1.35-1.90],9.415635359668189e-08
Chapter X Diseases of the respiratory system,Other pleural conditions,EDA2R,Tumor necrosis factor receptor superfamily member 27,21513,66,3.60 [2.39-5.41],7.833379083355443e-10
Chapter X Diseases of the respiratory system,Other pleural conditions,EFNA4,Ephrin-A4,21094,64,3.37 [2.12-5.37],2.869137058093081e-07
Chapter X Diseases of the respiratory system,Other pleural conditions,FGF5,Fibroblast growth factor 5,20963,64,2.87 [1.81-4.55],7.774482189556635e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,GDF15,Growth/differentiation factor 15,21591,66,2.81 [2.05-3.85],1.4205435760091184e-10
Chapter X Diseases of the respiratory system,Other pleural conditions,NEFL,Neurofilament light polypeptide,20790,66,2.21 [1.60-3.06],1.4279268108200325e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,PALM2,Paralemmin-2,18437,53,2.68 [1.74-4.14],7.595642414515081e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,PIGR,Polymeric immunoglobulin receptor,21052,65,4.18 [2.76-6.33],1.372331135444505e-11
Chapter X Diseases of the respiratory system,Other pleural conditions,PLA2G15,Phospholipase A2 group XV,21378,66,6.51 [3.54-11.99],1.797605813120095e-09
Chapter X Diseases of the respiratory system,Other pleural conditions,PLAUR,Urokinase plasminogen activator surface receptor,21159,65,5.53 [2.88-10.65],3.014629930844007e-07
Chapter X Diseases of the respiratory system,Other pleural conditions,RSPO3,R-spondin-3,21513,66,3.89 [2.15-7.06],7.465555299953722e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,SPINT1,Kunitz-type protease inhibitor 1,21250,67,3.82 [2.20-6.63],1.974296284998647e-06
Chapter X Diseases of the respiratory system,Other pleural conditions,SPON1,Spondin-1,21337,66,3.17 [2.03-4.96],3.982516493171484e-07
Chapter X Diseases of the respiratory system,Other pleural conditions,TFPI2,Tissue factor pathway inhibitor 2,21319,66,1.80 [1.44-2.24],1.6171571459379089e-07
Chapter X Diseases of the respiratory system,Other pleural conditions,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,21131,64,2.35 [1.68-3.28],5.522683267728543e-07
Chapter X Diseases of the respiratory system,Other pleural conditions,VAMP5,Vesicle-associated membrane protein 5,20934,63,1.77 [1.44-2.17],7.529513105028948e-08
Chapter X Diseases of the respiratory system,Other pleural conditions,WFDC2,WAP four-disulfide core domain protein 2,20261,65,2.88 [2.00-4.16],1.4088560803082489e-08
