Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TCTN3,Tectonic-3,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,18821,168,9.17 [5.89-14.27],9.763621102046532e-23
TCTN3,Tectonic-3,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,19913,1888,1.65 [1.43-1.90],6.4014725806865126e-12
TCTN3,Tectonic-3,Chapter IX Diseases of the circulatory system,Hypertension,18431,5851,1.28 [1.18-1.39],3.387606866373355e-09
TCTN3,Tectonic-3,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18436,5856,1.28 [1.18-1.39],4.006643345132678e-09
TCTN3,Tectonic-3,Chapter IX Diseases of the circulatory system,"Hypertension, portal",20365,98,5.87 [3.30-10.45],1.763037356849257e-09
TCTN3,Tectonic-3,Chapter IX Diseases of the circulatory system,Oesophageal varices,19333,56,7.99 [4.00-15.96],3.804175632981764e-09
TCTN3,Tectonic-3,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",20385,427,5.07 [3.82-6.74],3.1530356721776173e-29
TCTN3,Tectonic-3,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",20329,496,4.36 [3.34-5.70],2.8850748642975847e-27
TCTN3,Tectonic-3,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",18494,1603,1.63 [1.40-1.89],1.6395091541524268e-10
TCTN3,Tectonic-3,Chapter XI Diseases of the digestive system,Alcoholic liver disease,19787,96,20.01 [12.28-32.61],2.4190211511956728e-33
TCTN3,Tectonic-3,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",20387,120,6.51 [3.90-10.86],6.988451802085275e-13
TCTN3,Tectonic-3,Chapter XI Diseases of the digestive system,Diseases of liver,20443,752,2.33 [1.86-2.92],1.4544942021353445e-13
TCTN3,Tectonic-3,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,19830,139,5.81 [3.58-9.44],1.0803399090592493e-12
TCTN3,Tectonic-3,Chapter XI Diseases of the digestive system,Other diseases of liver,20295,604,2.19 [1.71-2.82],9.003209884351061e-10
