Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
KDR,Vascular endothelial growth factor receptor 2,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),22930,3485,0.69 [0.61-0.77],8.378644627997487e-11
KDR,Vascular endothelial growth factor receptor 2,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,20693,1241,0.57 [0.47-0.69],1.0708250486843277e-08
KDR,Vascular endothelial growth factor receptor 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,23234,2786,0.68 [0.60-0.77],4.096312657404744e-09
KDR,Vascular endothelial growth factor receptor 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,23550,1100,0.56 [0.46-0.68],5.846989221234242e-09
KDR,Vascular endothelial growth factor receptor 2,Chapter IX Diseases of the circulatory system,Conduction disorders,19876,1362,0.58 [0.49-0.70],5.07333924845075e-09
KDR,Vascular endothelial growth factor receptor 2,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,19767,1253,0.52 [0.44-0.63],4.021054963492456e-12
KDR,Vascular endothelial growth factor receptor 2,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,22867,335,0.41 [0.30-0.57],6.367785937927106e-08
KDR,Vascular endothelial growth factor receptor 2,Chapter X Diseases of the respiratory system,Interstitial lung disease,22896,364,0.42 [0.31-0.57],2.016919548019424e-08
KDR,Vascular endothelial growth factor receptor 2,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",23583,133,0.34 [0.23-0.48],2.992806436465722e-09
KDR,Vascular endothelial growth factor receptor 2,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,22944,156,0.31 [0.22-0.43],2.973431511966301e-12
