Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABRAXAS2,BRISC complex subunit Abraxas 2,40626,263,1.30 [1.10-1.55],0.0023594349799813
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACOT13,Acyl-coenzyme A thioesterase 13,41831,276,1.16 [1.04-1.28],0.0052035689945918
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACRBP,Acrosin-binding protein,41823,275,1.43 [1.13-1.82],0.0027361912741503
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACYP1,Acylphosphatase-1,40933,274,1.29 [1.09-1.53],0.0033690170581836
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,48666,321,2.13 [1.57-2.89],1.1899262853985963e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADAMTSL5,ADAMTS-like protein 5,42011,279,0.68 [0.51-0.90],0.0076034366075778
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADGRE1,Adhesion G protein-coupled receptor E1,41831,276,1.31 [1.07-1.61],0.0085685028473782
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADGRF5,Adhesion G protein-coupled receptor F5,42011,279,1.98 [1.34-2.93],0.0005722917542257
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADGRG2,Adhesion G-protein coupled receptor G2,48325,324,0.61 [0.43-0.87],0.0064275240840701
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADM,Pro-adrenomedullin,48727,322,1.74 [1.19-2.55],0.0042405158357547
Chapter XI Diseases of the digestive system,Ulcerative colitis,AGR2,Anterior gradient protein 2 homolog,46817,312,1.28 [1.16-1.41],5.231543918110229e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,41823,275,1.22 [1.06-1.40],0.0063796820393305
Chapter XI Diseases of the digestive system,Ulcerative colitis,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",48018,318,1.16 [1.06-1.27],0.0016766511426606
Chapter XI Diseases of the digestive system,Ulcerative colitis,AKT1S1,Proline-rich AKT1 substrate 1,47190,313,1.22 [1.05-1.42],0.0098605952974759
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANG,Angiogenin,48200,323,1.51 [1.16-1.98],0.0026446073868132
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPT1,Angiopoietin-1,48133,314,1.18 [1.04-1.33],0.0086447032724697
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPT2,Angiopoietin-2,48727,322,1.66 [1.31-2.12],3.546001102908432e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPTL4,Angiopoietin-related protein 4,48441,320,1.64 [1.32-2.04],6.472006619903779e-06
Chapter XI Diseases of the digestive system,Ulcerative colitis,AP3B1,AP-3 complex subunit beta-1,41831,276,1.25 [1.08-1.44],0.002876771056392
Chapter XI Diseases of the digestive system,Ulcerative colitis,APCS,Serum amyloid P-component,41685,273,1.99 [1.41-2.81],9.475522360739884e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,APP,Amyloid-beta precursor protein,48252,320,1.33 [1.15-1.54],0.000101015787104
Chapter XI Diseases of the digestive system,Ulcerative colitis,AREG,Amphiregulin,48096,318,1.43 [1.17-1.74],0.0004036253883513
Chapter XI Diseases of the digestive system,Ulcerative colitis,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,40626,263,1.32 [1.12-1.57],0.0010380642937915
Chapter XI Diseases of the digestive system,Ulcerative colitis,ARSA,Arylsulfatase A,48321,320,1.36 [1.11-1.67],0.0035726141393562
Chapter XI Diseases of the digestive system,Ulcerative colitis,ARSB,Arylsulfatase B,48096,318,1.37 [1.16-1.63],0.0002099103663604
Chapter XI Diseases of the digestive system,Ulcerative colitis,ASAH1,Acid ceramidase,41621,275,1.32 [1.07-1.63],0.0087528305416966
Chapter XI Diseases of the digestive system,Ulcerative colitis,ASGR1,Asialoglycoprotein receptor 1,47939,316,1.66 [1.21-2.29],0.0017652213110531
Chapter XI Diseases of the digestive system,Ulcerative colitis,ATP5IF1,"ATPase inhibitor, mitochondrial",48515,321,1.15 [1.05-1.26],0.0023816643162742
Chapter XI Diseases of the digestive system,Ulcerative colitis,B2M,Beta-2-microglobulin,42073,275,1.44 [1.16-1.79],0.0008417434174326
Chapter XI Diseases of the digestive system,Ulcerative colitis,B4GALT1,"Beta-1,4-galactosyltransferase 1",48515,321,1.63 [1.15-2.32],0.0066286212958312
Chapter XI Diseases of the digestive system,Ulcerative colitis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,47182,307,1.30 [1.12-1.51],0.0004875310447692
Chapter XI Diseases of the digestive system,Ulcerative colitis,BAX,Apoptosis regulator BAX,47113,313,1.18 [1.06-1.31],0.0033243929089622
Chapter XI Diseases of the digestive system,Ulcerative colitis,BGN,Biglycan,47102,307,0.87 [0.80-0.95],0.002643835238131
Chapter XI Diseases of the digestive system,Ulcerative colitis,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,42011,279,1.49 [1.11-1.99],0.0077466053842992
Chapter XI Diseases of the digestive system,Ulcerative colitis,BTN3A2,Butyrophilin subfamily 3 member A2,48252,321,1.39 [1.08-1.78],0.0095567400910092
Chapter XI Diseases of the digestive system,Ulcerative colitis,C1QA,Complement C1q subcomponent subunit A,48619,320,1.95 [1.28-2.96],0.0017303207890148
Chapter XI Diseases of the digestive system,Ulcerative colitis,C2,Complement C2,48438,324,2.18 [1.35-3.52],0.0015362641601884
Chapter XI Diseases of the digestive system,Ulcerative colitis,C9,Complement component C9,42051,279,1.51 [1.20-1.89],0.000369809333845
Chapter XI Diseases of the digestive system,Ulcerative colitis,CA14,Carbonic anhydrase 14,48727,322,0.59 [0.45-0.78],0.0001717065218796
Chapter XI Diseases of the digestive system,Ulcerative colitis,CA6,Carbonic anhydrase 6,48175,320,0.80 [0.68-0.93],0.0042675061891314
Chapter XI Diseases of the digestive system,Ulcerative colitis,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,41945,277,1.21 [1.06-1.38],0.0058526741407453
Chapter XI Diseases of the digestive system,Ulcerative colitis,CANT1,Soluble calcium-activated nucleotidase 1,48180,324,2.82 [1.75-4.54],2.052170592467711e-05
Chapter XI Diseases of the digestive system,Ulcerative colitis,CASC3,Protein CASC3,40872,270,1.45 [1.13-1.87],0.0035714388024072
Chapter XI Diseases of the digestive system,Ulcerative colitis,CASP7,Caspase-7,41909,277,1.21 [1.06-1.39],0.0050288635869324
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCDC134,Coiled-coil domain-containing protein 134,41823,275,1.35 [1.09-1.67],0.0052784743625122
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL11,Eotaxin,48858,323,1.98 [1.53-2.56],1.597660341530089e-07
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL13,C-C motif chemokine 13,48776,323,1.21 [1.06-1.39],0.0063169756775492
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL17,C-C motif chemokine 17,48203,320,1.21 [1.09-1.34],0.0004429530867082
