Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTA2,"Actin, aortic smooth muscle",49946,94,1.60 [1.19-2.14],0.0016752136780812
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTN2,Alpha-actinin-2,42795,80,1.83 [1.44-2.33],1.083848597698168e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACVRL1,Serine/threonine-protein kinase receptor R3,50395,98,3.09 [1.68-5.67],0.0002701757283486
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADA2,Adenosine deaminase 2,50574,100,2.21 [1.54-3.17],1.6799208047165317e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42966,79,1.95 [1.42-2.69],3.599389063746031e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50644,97,1.99 [1.29-3.04],0.0016604055455209
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL2,ADAMTS-like protein 2,44247,84,2.33 [1.36-3.99],0.002168596077505
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL4,ADAMTS-like protein 4,43066,81,3.75 [2.09-6.71],8.826477241123725e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRD1,Adhesion G-protein coupled receptor D1,43275,83,2.26 [1.39-3.67],0.0010201965822011
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE2,Adhesion G protein-coupled receptor E2,51099,98,3.04 [1.72-5.39],0.00013716719963
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE5,Adhesion G protein-coupled receptor E5,51250,99,2.61 [1.77-3.86],1.3076317738361085e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRF5,Adhesion G protein-coupled receptor F5,44243,83,2.78 [1.37-5.67],0.004783341938818
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADM,Pro-adrenomedullin,51312,100,3.24 [1.63-6.40],0.0007483376138138
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AGRN,Agrin,51099,98,2.59 [1.79-3.77],5.642392506081408e-07
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AMBP,Protein AMBP,51238,100,4.26 [1.89-9.58],0.0004558177597984
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPT2,Angiopoietin-2,51312,100,2.03 [1.33-3.10],0.0009976255155689
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL1,Angiopoietin-related protein 1,50132,98,2.49 [1.37-4.51],0.0026638068395553
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL2,Angiopoietin-related protein 2,50934,98,1.95 [1.26-3.01],0.0027578280263941
