Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ABL1,Tyrosine-protein kinase ABL1,50800,953,1.11 [1.03-1.21],0.0094992088547345
Chapter VI Diseases of the nervous system,Sleep apnoea,ACE2,Angiotensin-converting enzyme 2,50099,944,1.22 [1.11-1.33],2.489840946844144e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,ACTA2,"Actin, aortic smooth muscle",50099,944,1.18 [1.05-1.33],0.0063126415345086
Chapter VI Diseases of the nervous system,Sleep apnoea,ACVRL1,Serine/threonine-protein kinase receptor R3,50561,949,1.57 [1.27-1.94],3.441842925155429e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,42928,796,1.24 [1.10-1.39],0.000271628374862
Chapter VI Diseases of the nervous system,Sleep apnoea,ADA2,Adenosine deaminase 2,50736,948,1.18 [1.04-1.34],0.008964029045936
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43099,799,1.34 [1.13-1.59],0.0006684577667516
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,44190,819,1.41 [1.15-1.73],0.0010325268364134
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,50800,953,1.26 [1.10-1.44],0.0007869581072021
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,51194,963,0.81 [0.72-0.92],0.0008626645545
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTSL2,ADAMTS-like protein 2,44380,819,1.44 [1.21-1.70],2.555753797712197e-05
Chapter VI Diseases of the nervous system,Sleep apnoea,ADGRG2,Adhesion G-protein coupled receptor G2,51032,958,0.73 [0.60-0.90],0.0032113510784525
Chapter VI Diseases of the nervous system,Sleep apnoea,ADGRV1,Adhesion G-protein coupled receptor V1,42948,789,0.87 [0.78-0.97],0.0094058296184053
