Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,ACE2,Angiotensin-converting enzyme 2,47021,100,1.50 [1.12-2.00],0.0069655078774306
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,ACRV1,Acrosomal protein SP-10,40463,87,0.58 [0.40-0.84],0.0037749666603631
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,40463,87,1.67 [1.14-2.45],0.0082522695076791
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,47695,101,1.75 [1.15-2.69],0.0097369036543346
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,AGR2,Anterior gradient protein 2 homolog,46419,98,1.31 [1.10-1.55],0.0018405255705423
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,AGRN,Agrin,48114,103,1.83 [1.17-2.85],0.0078981685891053
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,AMBP,Protein AMBP,48249,100,3.14 [1.36-7.24],0.0073922660776111
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,ARNT,Aryl hydrocarbon receptor nuclear translocator,47009,99,0.46 [0.26-0.82],0.0082256590916224
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,BSG,Basigin,48337,104,3.40 [1.52-7.61],0.0028075327031912
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CCN3,CCN family member 3,48407,102,2.18 [1.40-3.39],0.0005606320793375
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CCND2,G1/S-specific cyclin-D2,40911,87,0.57 [0.39-0.83],0.0036516780132965
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CD3D,T-cell surface glycoprotein CD3 delta chain,40316,89,1.60 [1.15-2.23],0.0054671473411594
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CENPF,Centromere protein F,40911,87,0.57 [0.38-0.87],0.0091267669652967
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CHGA,Chromogranin-A,41675,91,1.28 [1.07-1.54],0.0069431528540588
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CIT,Citron Rho-interacting kinase,40527,85,0.47 [0.28-0.81],0.0059965170936933
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CLEC7A,C-type lectin domain family 7 member A,48418,104,1.78 [1.22-2.60],0.002800518227151
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,COL6A3,Collagen alpha-3(VI) chain,48487,102,1.96 [1.25-3.06],0.0032639151005734
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CPXM2,Inactive carboxypeptidase-like protein X2,41670,90,2.17 [1.28-3.68],0.0038382853266057
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,CSH1,Chorionic somatomammotropin hormone 1,41696,91,1.46 [1.10-1.94],0.0078792518630956
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,EDA2R,Tumor necrosis factor receptor superfamily member 27,48319,100,1.88 [1.22-2.88],0.0040705149056066
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,FGF23,Fibroblast growth factor 23,48242,100,1.41 [1.11-1.78],0.0043567263542983
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,IFNLR1,Interferon lambda receptor 1,47828,104,1.64 [1.16-2.31],0.0046876930278491
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,LPCAT2,Lysophosphatidylcholine acyltransferase 2,47695,101,1.42 [1.12-1.82],0.0045300870684719
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,LRRC25,Leucine-rich repeat-containing protein 25,47695,101,1.64 [1.14-2.37],0.0083457172308811
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,PRND,Prion-like protein doppel,41581,91,1.65 [1.17-2.32],0.0039754000111464
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,RBFOX3,RNA binding protein fox-1 homolog 3,41593,91,1.74 [1.19-2.53],0.0039159459785382
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,SGSH,N-sulphoglucosamine sulphohydrolase,40979,90,1.51 [1.13-2.03],0.0059800252154554
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,48418,104,1.78 [1.19-2.67],0.0050132702284437
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,48061,101,1.93 [1.23-3.03],0.0044855790190379
Chapter VI Diseases of the nervous system,Trigeminal neuralgia,TNR,Tenascin-R,47533,102,0.57 [0.38-0.85],0.0062188198641737
