Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,BRK1,Protein BRICK1,17052,509,1.56 [1.31-1.85],3.407648954978856e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CA14,Carbonic anhydrase 14,17568,525,1.54 [1.24-1.90],8.071796158567146e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,COL9A1,Collagen alpha-1(IX) chain,17412,515,1.83 [1.57-2.13],1.5008479165641094e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,COMP,Cartilage oligomeric matrix protein,17223,507,1.69 [1.33-2.15],1.4973171530085997e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CRTAC1,Cartilage acidic protein 1,17615,524,2.65 [2.02-3.50],3.7552320604794695e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,DCN,Decorin,17081,507,2.59 [1.84-3.64],4.385388930415567e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,FGFBP2,Fibroblast growth factor-binding protein 2,15130,454,1.42 [1.19-1.69],7.366349433851559e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,KLK4,Kallikrein-4,17568,525,1.37 [1.22-1.54],6.58152622587027e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,LEP,Leptin,17404,519,0.72 [0.64-0.80],9.754031209578678e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,MEGF10,Multiple epidermal growth factor-like domains protein 10,17375,512,1.49 [1.22-1.82],7.080297951048548e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,PRELP,Prolargin,17375,512,2.15 [1.49-3.09],3.990892376460653e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,SCRG1,Scrapie-responsive protein 1,15122,454,2.03 [1.50-2.76],5.033104716731337e-06
