Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA14,Carbonic anhydrase 14,18222,84,0.29 [0.17-0.48],2.246576690988856e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA6,Carbonic anhydrase 6,18016,82,0.47 [0.35-0.62],3.037354086852816e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD302,CD302 antigen,17982,84,3.03 [1.88-4.89],5.732854550781336e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLGN,Calmegin,15392,75,1.88 [1.37-2.59],9.30934557183416e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,COL6A3,Collagen alpha-3(VI) chain,18282,84,2.56 [1.60-4.08],8.388521457819991e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CRTAC1,Cartilage acidic protein 1,18282,84,0.25 [0.15-0.44],1.1171188453588e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CST1,Cystatin-SN,13741,67,0.60 [0.46-0.77],7.575605382852897e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CST5,Cystatin-D,17685,79,0.38 [0.26-0.58],4.225759100025981e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,DNER,Delta and Notch-like epidermal growth factor-related receptor,18010,84,0.18 [0.09-0.38],7.859756914675496e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,DPP4,Dipeptidyl peptidase 4,17735,80,0.27 [0.14-0.51],5.769166672889354e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,18133,84,0.55 [0.43-0.71],2.6834221092972104e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,EPHA2,Ephrin type-A receptor 2,17396,81,2.85 [1.70-4.79],7.485988655677959e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,GFAP,Glial fibrillary acidic protein,17625,81,2.11 [1.51-2.95],1.3822140733338836e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,HPGDS,Hematopoietic prostaglandin D synthase,17655,81,0.27 [0.16-0.46],7.964239467755769e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,HS6ST2,Heparan-sulfate 6-O-sulfotransferase 2,15341,77,2.92 [1.88-4.52],1.7694053205195088e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,IL15,Interleukin-15,18052,82,2.97 [1.86-4.73],4.615995768909061e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,IL1RN,Interleukin-1 receptor antagonist protein,18004,82,1.81 [1.41-2.33],3.472832465308908e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ITGA11,Integrin alpha-11,18052,82,0.21 [0.12-0.37],4.5838677277217344e-08
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ITGAM,Integrin alpha-M,18070,83,0.13 [0.07-0.25],4.2638913536174675e-10
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ITGB2,Integrin beta-2,17951,83,0.15 [0.07-0.30],2.2259751861215602e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,LEP,Leptin,18061,81,2.07 [1.55-2.77],8.923415251817788e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,MXRA8,Matrix remodeling-associated protein 8,15448,77,0.21 [0.10-0.43],2.419838035810501e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,MYOC,Myocilin,18070,83,0.40 [0.27-0.58],2.120732670262701e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,NEFL,Neurofilament light polypeptide,17600,81,3.04 [2.37-3.88],9.079191256640453e-19
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,PEPD,Xaa-Pro dipeptidase,15809,77,0.19 [0.08-0.42],4.106913018922196e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,PRND,Prion-like protein doppel,15764,77,2.24 [1.53-3.29],3.622276942835276e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,SLC39A14,Zinc transporter ZIP14,17653,81,2.02 [1.43-2.87],7.952827123097499e-05
