Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACE2,Angiotensin-converting enzyme 2,47358,239,1.47 [1.22-1.78],7.113020987976356e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADA2,Adenosine deaminase 2,47962,243,2.05 [1.61-2.60],3.338768182102925e-09
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,48595,250,2.53 [1.83-3.50],2.0000276381803144e-08
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRE1,Adhesion G protein-coupled receptor E1,41765,210,1.68 [1.36-2.09],2.1863592765857025e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AMOT,Angiomotin,41013,205,2.00 [1.49-2.70],5.117889654628569e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT2,Angiopoietin-2,48656,251,2.14 [1.66-2.76],3.6302280962748943e-09
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPTL2,Angiopoietin-related protein 2,48286,251,1.75 [1.33-2.29],6.244411376149544e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPTL3,Angiopoietin-related protein 3,48277,244,1.93 [1.40-2.64],5.058760444148243e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ASGR1,Asialoglycoprotein receptor 1,47869,246,2.22 [1.60-3.10],2.315962536101576e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ASGR2,Asialoglycoprotein receptor 2,41985,213,2.56 [1.61-4.06],6.416777492276436e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,40571,208,1.41 [1.19-1.68],8.721206131027153e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AXL,Tyrosine-protein kinase receptor UFO,48437,244,2.27 [1.54-3.33],2.966569257622259e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",B4GALT1,"Beta-1,4-galactosyltransferase 1",48445,251,3.05 [2.12-4.39],1.972777988216029e-09
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BPIFB2,BPI fold-containing family B member 2,41864,212,1.46 [1.23-1.74],1.979835997175585e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BST2,Bone marrow stromal antigen 2,48671,250,1.45 [1.23-1.72],1.6175411215327316e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BTN2A1,Butyrophilin subfamily 2 member A1,48445,251,2.82 [1.96-4.06],2.3229288454325466e-08
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BTN3A2,Butyrophilin subfamily 3 member A2,48177,246,1.71 [1.32-2.22],5.25341523292556e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C1QA,Complement C1q subcomponent subunit A,48547,248,3.90 [2.57-5.90],1.2457015831724955e-10
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C4BPB,C4b-binding protein beta chain,48393,250,1.74 [1.33-2.26],4.898696822203943e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C7,Complement component C7,40987,202,2.63 [1.79-3.86],8.564010899896753e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL11,Eotaxin,48783,248,2.76 [2.07-3.69],5.855671458638655e-12
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL18,C-C motif chemokine 18,47583,238,1.35 [1.20-1.52],4.470045016819994e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL20,C-C motif chemokine 20,48783,248,1.37 [1.24-1.50],5.653920832468276e-11
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL21,C-C motif chemokine 21,48445,251,1.51 [1.24-1.86],6.55442513017227e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL23,C-C motif chemokine 23,48445,251,1.74 [1.34-2.25],2.757697574951858e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL3,C-C motif chemokine 3,48177,246,1.30 [1.14-1.48],5.856586695479987e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL7,C-C motif chemokine 7,48177,246,1.36 [1.17-1.59],5.505158729168622e-05
