Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Dental caries,ACTA2,"Actin, aortic smooth muscle",48896,213,1.55 [1.27-1.89],1.573519284640236e-05
Chapter XI Diseases of the digestive system,Dental caries,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42052,192,1.68 [1.36-2.09],2.433426094821368e-06
Chapter XI Diseases of the digestive system,Dental caries,ADM,Pro-adrenomedullin,50217,218,2.69 [1.73-4.19],1.158364148268366e-05
Chapter XI Diseases of the digestive system,Dental caries,AMBP,Protein AMBP,50144,218,3.13 [1.80-5.47],5.7225205218749256e-05
Chapter XI Diseases of the digestive system,Dental caries,ASGR1,Asialoglycoprotein receptor 1,49411,213,2.26 [1.59-3.22],6.046979389961962e-06
Chapter XI Diseases of the digestive system,Dental caries,ATRAID,All-trans retinoic acid-induced differentiation factor,43118,194,1.79 [1.43-2.24],2.9231456348904213e-07
Chapter XI Diseases of the digestive system,Dental caries,B2M,Beta-2-microglobulin,43369,195,1.64 [1.33-2.01],2.6881888258540963e-06
Chapter XI Diseases of the digestive system,Dental caries,CD300E,CMRF35-like molecule 2,50056,218,1.94 [1.50-2.51],4.49193554685983e-07
Chapter XI Diseases of the digestive system,Dental caries,CD59,CD59 glycoprotein,47997,212,2.72 [1.85-4.00],3.847798801052002e-07
Chapter XI Diseases of the digestive system,Dental caries,CD79B,B-cell antigen receptor complex-associated protein beta chain,50342,217,1.60 [1.27-2.03],6.99751147779517e-05
Chapter XI Diseases of the digestive system,Dental caries,CFD,Complement factor D,43369,195,2.93 [1.92-4.46],5.985202442284138e-07
Chapter XI Diseases of the digestive system,Dental caries,CKAP4,Cytoskeleton-associated protein 4,50102,216,2.18 [1.54-3.09],1.079325729162084e-05
Chapter XI Diseases of the digestive system,Dental caries,CLEC1A,C-type lectin domain family 1 member A,48896,213,2.01 [1.44-2.80],4.1287226082439966e-05
