Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",BMPER,BMP-binding endothelial regulator protein,41387,571,1.93 [1.42-2.63],2.5977174857320936e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",CD302,CD302 antigen,48419,666,1.60 [1.31-1.96],4.8114597679529695e-06
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",CHGA,Chromogranin-A,42313,586,1.20 [1.11-1.29],1.92255760730805e-06
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",CHI3L1,Chitinase-3-like protein 1,47570,657,1.17 [1.08-1.27],8.639575020073166e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",F9,Coagulation factor IX,48753,670,2.24 [1.54-3.26],2.5199815230933653e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",FGFR2,Fibroblast growth factor receptor 2,48797,675,1.85 [1.38-2.46],2.9282731302886664e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",FSTL3,Follistatin-related protein 3,48527,672,1.51 [1.25-1.84],3.086214302290511e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",GAST,Gastrin,42220,580,1.13 [1.07-1.19],2.6874920400819183e-06
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",GFRA1,GDNF family receptor alpha-1,48992,667,1.64 [1.32-2.05],1.2261355138143806e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",HAVCR1,Hepatitis A virus cellular receptor 1,49001,672,1.36 [1.23-1.49],2.614571817875168e-10
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",IGFBP4,Insulin-like growth factor-binding protein 4,48027,661,1.32 [1.15-1.52],8.764123779802004e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",ITGA11,Integrin alpha-11,48582,669,0.64 [0.53-0.78],1.265574048537021e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",ITGAM,Integrin alpha-M,48654,668,0.64 [0.52-0.80],7.967674937408808e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,48608,670,1.38 [1.18-1.62],6.781789344330962e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",PRSS8,Prostasin,48448,674,1.37 [1.17-1.60],9.15747045188753e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",REG1B,Lithostathine-1-beta,49243,675,1.27 [1.14-1.41],1.257638024940053e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",REG4,Regenerating islet-derived protein 4,48689,673,1.31 [1.15-1.49],3.033827766717069e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",RNASE6,Ribonuclease K6,42043,580,1.52 [1.26-1.83],1.4269661606455365e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",RTN4R,Reticulon-4 receptor,49069,672,1.50 [1.25-1.80],1.3668413606789513e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",SCARB2,Lysosome membrane protein 2,47370,649,1.49 [1.23-1.81],4.8233687339650525e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",SORCS2,VPS10 domain-containing receptor SorCS2,47510,654,1.45 [1.20-1.74],9.064349317853593e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",TGFBR2,TGF-beta receptor type-2,48797,675,1.58 [1.33-1.89],3.944014964875029e-07
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,49188,674,1.41 [1.20-1.66],2.195280630545548e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,48797,675,1.46 [1.23-1.74],2.4649161764338345e-05
Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",VSIG2,V-set and immunoglobulin domain-containing protein 2,42118,584,1.35 [1.21-1.50],1.1018443278125486e-07
