Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADA2,Adenosine deaminase 2,48176,397,1.52 [1.25-1.84],2.1383011828300348e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,40919,336,1.65 [1.36-2.02],6.706533557139831e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADM,Pro-adrenomedullin,48872,402,1.99 [1.43-2.76],4.6232245094742896e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGR2,Anterior gradient protein 2 homolog,46946,383,1.23 [1.12-1.34],4.9209733486876165e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ANXA10,Annexin A10,47317,387,1.26 [1.14-1.39],2.469958874807573e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AREG,Amphiregulin,48244,392,1.62 [1.37-1.91],2.0423840861181617e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ASGR1,Asialoglycoprotein receptor 1,48076,394,2.01 [1.54-2.63],3.222839443559831e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,BST2,Bone marrow stromal antigen 2,48889,404,1.35 [1.18-1.55],1.5466985703261348e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,C1QA,Complement C1q subcomponent subunit A,48760,400,2.44 [1.70-3.51],1.4159664454413486e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,C7,Complement component C7,41205,334,2.11 [1.56-2.86],1.3366055063527089e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CA9,Carbonic anhydrase 9,48872,402,1.59 [1.35-1.87],3.452022337539867e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CBLIF,Cobalamin binding intrinsic factor,48399,402,1.38 [1.23-1.55],3.4397247742341266e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL20,C-C motif chemokine 20,48996,401,1.24 [1.14-1.35],3.0457864127883444e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL21,C-C motif chemokine 21,48663,399,1.45 [1.23-1.71],1.218638056275008e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL28,C-C motif chemokine 28,48223,393,1.38 [1.20-1.58],4.30935476242564e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD27,CD27 antigen,48607,398,1.55 [1.27-1.88],1.0495872729400351e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD274,Programmed cell death 1 ligand 1,48076,394,1.70 [1.35-2.12],4.307032082950365e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300C,CMRF35-like molecule 6,48889,404,1.65 [1.31-2.09],2.817598605460036e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300E,CMRF35-like molecule 2,48712,400,1.64 [1.35-1.99],7.984302796950098e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300LF,CMRF35-like molecule 1,48872,402,1.40 [1.20-1.64],1.82251917908762e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD302,CD302 antigen,48244,392,1.73 [1.33-2.24],3.522302748506535e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD46,Membrane cofactor protein,48176,397,1.80 [1.37-2.36],2.688481590865021e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD79B,B-cell antigen receptor complex-associated protein beta chain,48996,401,1.43 [1.20-1.71],7.62707749907856e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD83,CD83 antigen,48383,395,1.61 [1.27-2.05],7.987421964802388e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,41407,337,1.54 [1.31-1.82],2.909303430428535e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CGA,Glycoprotein hormones alpha chain,48473,399,1.30 [1.15-1.46],1.903507783886102e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CHGA,Chromogranin-A,42158,342,1.64 [1.52-1.78],8.427378565492392e-34
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CHI3L1,Chitinase-3-like protein 1,47391,394,1.23 [1.11-1.36],4.270704461718969e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CHRDL1,Chordin-like protein 1,48587,398,1.78 [1.37-2.32],1.916221785293012e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CKAP4,Cytoskeleton-associated protein 4,48759,401,2.15 [1.67-2.77],3.813613424367381e-09
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CKB,Creatine kinase B-type,42158,342,1.52 [1.28-1.80],1.042377191868778e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CLEC3B,Tetranectin,41231,337,0.37 [0.23-0.61],7.949401486339541e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CLEC4D,C-type lectin domain family 4 member D,48383,395,1.33 [1.16-1.52],4.049523232253062e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CLEC5A,C-type lectin domain family 5 member A,48311,403,1.77 [1.35-2.32],3.4788717208742726e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,COL6A3,Collagen alpha-3(VI) chain,49067,404,1.68 [1.35-2.09],2.7309474279708727e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,COLEC12,Collectin-12,48424,396,2.03 [1.50-2.76],5.031328546831765e-06
