Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,21546,628,1.43 [1.15-1.77],0.0010721138966184
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,21406,488,1.41 [1.11-1.80],0.005237766411672
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,21367,449,1.48 [1.16-1.89],0.0015008794316944
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",20981,63,1.93 [1.23-3.04],0.0045186988387858
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18982,33,2.38 [1.50-3.78],0.0002472077145575
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",23252,510,1.45 [1.15-1.83],0.0019160623817019
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,23115,383,1.55 [1.20-2.01],0.000700697628921
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,"Heart failure, strict",24128,112,1.77 [1.19-2.64],0.005166063985915
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",24131,77,1.98 [1.31-3.01],0.0012782996541245
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",24174,66,2.05 [1.32-3.18],0.001327010900351
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,24411,56,2.14 [1.37-3.33],0.0007601119403856
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,23370,36,2.04 [1.20-3.46],0.0086894339550215
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XI Diseases of the digestive system,Inguinal hernia,21458,351,1.62 [1.25-2.10],0.0002430797370833
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,22291,1310,1.26 [1.07-1.48],0.006453395300578
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,23878,360,1.53 [1.17-1.98],0.0015679357857494
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,23721,203,1.62 [1.17-2.24],0.0037407729609084
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,20432,1663,1.22 [1.05-1.42],0.0085671539581657
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,19360,591,1.38 [1.11-1.73],0.0041306719616146
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",21639,591,1.39 [1.11-1.74],0.0035039232189921
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,18810,41,2.14 [1.28-3.57],0.0037073093397089
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",24246,40,2.17 [1.28-3.69],0.0040547070554206
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rotator cuff syndrome,21471,45,2.09 [1.23-3.54],0.0060702059423496
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other disorders of bone,23339,104,1.83 [1.24-2.70],0.0024670264727408
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,20793,3864,0.84 [0.74-0.94],0.0037612431384396
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,23254,163,1.65 [1.17-2.34],0.004622459347358
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23399,32,3.10 [2.13-4.51],3.6157731451239915e-09
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,23407,40,2.19 [1.33-3.61],0.0021278169309087
SPACA5_SPACA5B,Sperm acrosome-associated protein 5,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,24318,47,2.32 [1.48-3.62],0.0002174600194408
