Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TGFB2,Transforming growth factor beta-2 proprotein,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,23501,220,1.32 [1.08-1.62],0.0073657771474498
TGFB2,Transforming growth factor beta-2 proprotein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22554,719,1.20 [1.05-1.36],0.0060154582855086
TGFB2,Transforming growth factor beta-2 proprotein,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",24463,69,0.50 [0.32-0.77],0.0015468116242576
TGFB2,Transforming growth factor beta-2 proprotein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,23524,311,1.33 [1.11-1.59],0.0018886074810615
TGFB2,Transforming growth factor beta-2 proprotein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,23524,311,1.33 [1.11-1.59],0.0018886074810615
TGFB2,Transforming growth factor beta-2 proprotein,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,20890,41,1.68 [1.21-2.35],0.0022328202793526
TGFB2,Transforming growth factor beta-2 proprotein,Chapter VI Diseases of the nervous system,Neurological diseases,21812,1298,1.15 [1.04-1.26],0.0055890424856777
TGFB2,Transforming growth factor beta-2 proprotein,Chapter IX Diseases of the circulatory system,Transient ischemic attack,24072,37,1.69 [1.16-2.47],0.0066205724373943
TGFB2,Transforming growth factor beta-2 proprotein,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,20732,1726,1.13 [1.04-1.24],0.0051798911971674
TGFB2,Transforming growth factor beta-2 proprotein,Chapter X Diseases of the respiratory system,Acute upper respiratory infections,24301,121,1.47 [1.16-1.87],0.0013142154393223
TGFB2,Transforming growth factor beta-2 proprotein,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,24332,56,1.59 [1.15-2.19],0.0052904031816515
TGFB2,Transforming growth factor beta-2 proprotein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,19027,311,1.32 [1.10-1.59],0.0031587700954244
TGFB2,Transforming growth factor beta-2 proprotein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",24400,58,0.52 [0.32-0.83],0.0060432886036345
TGFB2,Transforming growth factor beta-2 proprotein,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23327,31,1.96 [1.40-2.75],8.067012839727255e-05
