Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,25441,895,1.52 [1.13-2.06],0.0060755411496249
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",13706,296,3.81 [2.33-6.24],1.1012915092676193e-07
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25933,822,1.55 [1.14-2.13],0.005766367832034
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",24084,392,1.94 [1.25-3.02],0.0031288552792457
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter V Mental and behavioural disorders,Depression,26462,339,1.95 [1.23-3.09],0.0046216928928853
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter V Mental and behavioural disorders,Depression or dysthymia,23928,297,1.97 [1.19-3.26],0.0081325498979977
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,26844,489,0.51 [0.34-0.76],0.0011474279813812
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter VI Diseases of the nervous system,Epilepsy,26521,166,0.29 [0.15-0.57],0.0003418680818932
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter VI Diseases of the nervous system,Other sleep disorders,26530,175,0.33 [0.17-0.65],0.0012354997738013
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter VI Diseases of the nervous system,Sleep apnoea,27587,137,0.32 [0.15-0.68],0.0030589298986709
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",27064,616,1.67 [1.17-2.38],0.0046812932653037
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",26672,571,0.35 [0.24-0.50],2.431775009609612e-08
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Angina pectoris,26453,352,0.41 [0.25-0.65],0.0001980895306889
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Unstable angina pectoris,27486,140,0.38 [0.18-0.78],0.0091132838603673
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,27608,262,0.28 [0.17-0.48],2.384136593108258e-06
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",26261,160,0.19 [0.10-0.36],2.701166924369618e-07
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26514,424,0.23 [0.15-0.36],1.7521672710831388e-11
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Pulmonary embolism,27685,80,3.25 [1.33-7.95],0.0097211103076702
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Other arrhythmias,25540,41,0.18 [0.06-0.57],0.0033138710209733
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,25561,62,0.16 [0.06-0.40],7.452869371008444e-05
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,"Stroke, including SAH",27664,116,0.34 [0.16-0.76],0.0078954728919999
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",27698,86,0.24 [0.10-0.57],0.0010485968313825
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",27746,75,0.26 [0.10-0.65],0.0038044581301364
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,27498,85,0.26 [0.11-0.65],0.0035766876469111
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",26417,801,1.63 [1.20-2.23],0.0020653374246448
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter X Diseases of the respiratory system,Asthma,21589,801,1.61 [1.17-2.22],0.0032567911631963
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",21444,801,1.60 [1.16-2.20],0.0041868704411054
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",21573,785,1.62 [1.18-2.24],0.0032648734546914
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",24210,1738,1.41 [1.13-1.76],0.0023215304342309
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Gastric ulcer,22575,103,3.09 [1.37-6.98],0.0067591632856443
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),23112,640,1.61 [1.13-2.29],0.0081379463651562
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Functional dyspepsia,22855,383,1.94 [1.24-3.05],0.0038181717760948
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Inguinal hernia,24634,396,0.27 [0.17-0.42],5.100246511050238e-09
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,27304,758,1.54 [1.12-2.13],0.008238582761633
ERBB3,Receptor tyrosine-protein kinase erbB-3,Chapter XI Diseases of the digestive system,Crohn's disease NAS,26624,78,3.39 [1.37-8.42],0.0085010372667501
