Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
KIFBP,KIF-binding protein,Chapter IX Diseases of the circulatory system,Varicose veins,27282,437,0.86 [0.78-0.95],0.003847770047772
KIFBP,KIF-binding protein,Chapter XI Diseases of the digestive system,Diseases of liver,27463,125,0.71 [0.59-0.85],0.0002548605284152
KIFBP,KIF-binding protein,Chapter XI Diseases of the digestive system,Other diseases of liver,27405,67,0.71 [0.56-0.91],0.0066142165859191
KIFBP,KIF-binding protein,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,15311,123,0.74 [0.61-0.90],0.0018970943752139
