Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",20178,1169,1.08 [1.01-1.15],0.0307528335445671
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,19796,2893,1.07 [1.03-1.12],0.0010910947022978
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),19792,2930,1.05 [1.00-1.09],0.0354147000787967
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,17607,336,1.14 [1.01-1.29],0.0389037491510414
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,Other viral diseases,20452,101,1.27 [1.02-1.58],0.0324465786508996
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",20437,86,1.37 [1.08-1.73],0.0082384400067175
ESYT2,Extended synaptotagmin-2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,19411,402,1.16 [1.03-1.29],0.0119986936866381
ESYT2,Extended synaptotagmin-2,Chapter II Neoplasms,Lung cancer and mesothelioma,13671,307,1.16 [1.02-1.33],0.0213762724141675
ESYT2,Extended synaptotagmin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,19468,53,1.52 [1.13-2.04],0.0055917487822751
ESYT2,Extended synaptotagmin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,20154,42,0.61 [0.41-0.90],0.0131738485621588
ESYT2,Extended synaptotagmin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,20323,908,1.15 [1.07-1.24],0.0002563874961687
ESYT2,Extended synaptotagmin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,20368,256,0.69 [0.59-0.80],2.6869173182079563e-06
ESYT2,Extended synaptotagmin-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",20320,208,0.65 [0.55-0.78],1.934804262417832e-06
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in Alzheimer disease,19829,199,0.83 [0.70-0.98],0.0302803931145539
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,20256,949,1.11 [1.04-1.20],0.0040062762108266
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,17589,916,1.11 [1.03-1.19],0.0070660193496914
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,18171,3298,1.07 [1.03-1.11],0.0009248365394932
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,15126,253,1.21 [1.05-1.39],0.0093129019882039
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",15493,620,1.12 [1.03-1.23],0.0119500162313182
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,15366,493,1.11 [1.01-1.24],0.0396629149348117
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,19320,4447,1.05 [1.02-1.09],0.0033371419643219
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Other and/or unspecified nontoxic goitre,19775,12,2.10 [1.16-3.82],0.0150098013639293
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",16239,1366,1.08 [1.02-1.15],0.0125586852357805
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,18060,81,1.35 [1.06-1.72],0.0151665284871395
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,19860,1881,1.11 [1.05-1.17],9.337408106622824e-05
ESYT2,Extended synaptotagmin-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,19904,274,0.84 [0.73-0.97],0.020883801215119
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,19321,69,1.38 [1.06-1.80],0.0174405558071804
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",19447,195,1.33 [1.14-1.56],0.0003760849554311
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,17363,6723,1.03 [1.01-1.06],0.0209039318957826
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Hypertension,18382,5842,1.06 [1.03-1.09],0.0001741690119019
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18386,5846,1.06 [1.03-1.09],0.0002366680775804
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",12714,174,1.23 [1.03-1.45],0.0187756008273245
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,12644,104,1.28 [1.03-1.59],0.0241604254505508
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Hypotension,20388,1018,1.11 [1.03-1.19],0.0039550410511284
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,19364,112,1.26 [1.02-1.55],0.0323916688422814
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,19724,472,1.21 [1.09-1.34],0.0002861989007645
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Peripheral artery disease,19644,435,1.19 [1.07-1.33],0.00153349334857
ESYT2,Extended synaptotagmin-2,Chapter IX Diseases of the circulatory system,Venous thromboembolism,20301,658,0.91 [0.83-1.00],0.0410943065553207
