Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23601,1417,1.09 [1.05-1.13],1.6024370315939342e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Candidiasis,23863,381,1.09 [1.02-1.17],0.0168032832026066
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,23164,3493,1.07 [1.04-1.09],1.1161125267215838e-07
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),23130,3514,1.09 [1.06-1.11],5.869854010820511e-12
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,23787,82,1.24 [1.06-1.45],0.0076890428704103
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,21624,1124,1.10 [1.05-1.15],1.2796497317521183e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,20864,1246,1.13 [1.08-1.18],4.0527959337166405e-09
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,20584,253,1.11 [1.02-1.22],0.021357141405814
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16778,2285,1.05 [1.02-1.08],0.0011360854760958
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,23854,1263,1.04 [1.00-1.09],0.0329752423276144
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Mycoses,23955,473,1.10 [1.03-1.17],0.0046987658136888
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,23078,894,1.10 [1.05-1.15],9.97161923116503e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,23875,1238,1.09 [1.05-1.14],2.4211846475139137e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,23994,53,1.30 [1.07-1.58],0.0079439703602563
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Other septicaemia,23719,1082,1.09 [1.04-1.14],0.0001323834360973
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,22683,499,1.14 [1.07-1.21],7.346130790758363e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,22681,90,1.17 [1.01-1.36],0.0358823874747888
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,23975,70,1.44 [1.22-1.70],2.0164718247825987e-05
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,Benign neoplasm of other and unspecified endocrine glands,23978,77,1.19 [1.02-1.40],0.0298888858144982
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,Benign neoplasm: Transverse colon,23950,565,0.94 [0.89-1.00],0.0416607513424162
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",18636,70,1.19 [1.00-1.41],0.0481637113212018
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,"Haemangioma, any site",23963,98,1.16 [1.00-1.33],0.042966972824399
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,Lung cancer and mesothelioma,15969,348,1.11 [1.03-1.20],0.0092346115741534
IGFBP1,Insulin-like growth factor-binding protein 1,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",18766,200,1.12 [1.01-1.24],0.0305147228702638
