Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PSMA1,Proteasome subunit alpha type-1,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,21894,474,0.81 [0.66-0.98],0.0314635695195386
PSMA1,Proteasome subunit alpha type-1,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,23100,44,0.48 [0.24-0.95],0.0356361578218852
PSMA1,Proteasome subunit alpha type-1,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",18032,86,1.41 [1.01-1.96],0.0414701258505981
PSMA1,Proteasome subunit alpha type-1,Chapter II Neoplasms,"Malignant neoplasm of pancreas, excluding all cancers (controls excluding all cancers)",18024,78,1.42 [1.01-2.02],0.0457950066503644
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,22876,1100,0.86 [0.76-0.97],0.0155753245585709
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,19810,1056,0.88 [0.77-0.99],0.0415041603078674
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20489,3767,0.90 [0.84-0.96],0.0023046372089175
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,21762,5040,0.92 [0.87-0.98],0.0063687156780182
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,22908,779,0.85 [0.73-0.99],0.034188166047526
PSMA1,Proteasome subunit alpha type-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Other mental disorders due to brain damage and dysfunction and to physical disease,22178,107,0.64 [0.42-0.98],0.0408643121654904
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Abdominal aortic aneurysm (AAA),21983,270,0.76 [0.58-0.99],0.0443426840371078
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Aortic aneurysm,22088,375,0.75 [0.60-0.94],0.0128144550260376
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,AV-block,18637,599,0.83 [0.71-0.99],0.0358699652229473
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Conduction disorders,19352,1314,0.88 [0.79-0.99],0.0270552993074612
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,19502,7526,0.94 [0.90-0.99],0.0136260936418936
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,"Heart failure, strict",22867,1290,0.89 [0.79-1.00],0.0438000452819679
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Hypertension,20666,6561,0.94 [0.89-0.99],0.0140125134220463
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",20688,6583,0.94 [0.90-0.99],0.0164684167292667
PSMA1,Proteasome subunit alpha type-1,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,23108,690,0.84 [0.71-0.98],0.0300003255381862
PSMA1,Proteasome subunit alpha type-1,Chapter V Mental and behavioural disorders,Any mental disorder,22506,3536,0.93 [0.87-0.99],0.0337992073277062
PSMA1,Proteasome subunit alpha type-1,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",20105,1135,0.88 [0.78-0.99],0.0364900725413224
PSMA1,Proteasome subunit alpha type-1,Chapter VI Diseases of the nervous system,Falls/tendency to fall,22642,2163,0.90 [0.82-0.98],0.0153003507595752
PSMA1,Proteasome subunit alpha type-1,Chapter VI Diseases of the nervous system,Hemiplegia,23004,271,0.75 [0.58-0.98],0.0337832611993659
PSMA1,Proteasome subunit alpha type-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Corneal degeneration,22943,123,1.48 [1.12-1.95],0.005440231747167
PSMA1,Proteasome subunit alpha type-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other specified and unspecified retinal disorders,22083,126,1.36 [1.01-1.83],0.0403179588706311
PSMA1,Proteasome subunit alpha type-1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual field defects,22619,68,0.54 [0.31-0.93],0.0270929986891742
PSMA1,Proteasome subunit alpha type-1,Chapter X Diseases of the respiratory system,Allergic asthma (mode),15203,101,1.41 [1.05-1.90],0.0235426584861193
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Acute peritonitis,22823,94,1.40 [1.01-1.93],0.0415190519364391
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Barrett oesophagus,17923,510,0.82 [0.68-0.99],0.0365356592812051
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC)",21803,118,1.45 [1.10-1.91],0.0089385098112913
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC), with reimbursement 202",22778,118,1.44 [1.09-1.89],0.0104768532133348
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Coeliac disease,21584,91,1.53 [1.13-2.08],0.0054171019837218
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Constipation,23015,1546,0.88 [0.79-0.98],0.0185040775402568
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22867,1374,1.12 [1.02-1.24],0.0219679603032922
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,21597,104,1.50 [1.12-2.00],0.0065493214240769
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Other diseases of biliary tract,21937,252,1.25 [1.01-1.55],0.0444750858679144
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Other diseases of intestines,21411,5310,0.95 [0.90-1.00],0.0474960014710908
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,17682,1581,0.87 [0.79-0.97],0.0116333348347952
PSMA1,Proteasome subunit alpha type-1,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",21653,160,1.46 [1.15-1.85],0.0018784531673999
PSMA1,Proteasome subunit alpha type-1,Chapter XII Diseases of the skin and subcutaneous tissue,Arthropathic psoriasis,22860,65,0.56 [0.32-0.98],0.0419019533823633
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,21137,4637,0.94 [0.88-0.99],0.0293097018238089
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,19770,3270,0.92 [0.86-0.99],0.0258178606669581
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,17347,847,0.87 [0.76-1.00],0.0491927975189818
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of continuity of bone,22136,88,1.44 [1.04-2.00],0.028060619676416
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,20257,358,1.24 [1.03-1.48],0.0199389244399294
PSMA1,Proteasome subunit alpha type-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],20225,326,1.28 [1.06-1.53],0.0093055331856337
