Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Candidiasis,22966,367,1.19 [1.01-1.39],0.0341557178314993
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,22291,3369,1.10 [1.04-1.16],0.0005043669985008
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),22249,3380,1.06 [1.00-1.12],0.0384585565630082
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,22756,1018,1.11 [1.01-1.23],0.0295952946124522
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,22887,78,1.48 [1.08-2.04],0.0161111629535356
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,20805,1085,1.16 [1.05-1.27],0.0024331785248385
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,20079,1205,1.17 [1.07-1.28],0.0005490374396341
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,19805,244,1.23 [1.02-1.49],0.0323351914104465
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16148,2210,1.10 [1.03-1.18],0.006309372944849
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,19734,391,1.25 [1.08-1.45],0.003277218229808
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,22955,1217,1.11 [1.02-1.22],0.0178921653262812
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Mycoses,23052,453,1.17 [1.01-1.35],0.0310766327365075
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,22976,1194,1.16 [1.06-1.27],0.0010428009519349
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,23089,51,0.53 [0.33-0.88],0.0130730722678672
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Other septicaemia,22828,1046,1.14 [1.04-1.25],0.0070631214510472
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Other viral diseases,23030,115,1.46 [1.14-1.89],0.0032172037001628
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",23012,97,1.48 [1.13-1.95],0.0048256139684273
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,21816,474,1.16 [1.01-1.33],0.0334655384664585
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,21619,277,1.28 [1.07-1.52],0.0056384324600202
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter II Neoplasms,Benign neoplasm: Transverse colon,23048,542,1.16 [1.02-1.32],0.0251385124136969
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",17945,69,1.74 [1.27-2.38],0.0005733631673807
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter II Neoplasms,Lymphoid leukaemia,17940,64,1.55 [1.09-2.21],0.0155733800608391
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",17963,87,1.87 [1.45-2.42],1.308076710441629e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,22588,67,1.55 [1.12-2.14],0.0087050575851886
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22549,2692,1.09 [1.03-1.16],0.0046243177664252
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,22595,74,1.86 [1.42-2.44],5.682640581731931e-06
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,22936,310,1.53 [1.32-1.79],4.902779322457983e-08
PTS,6-pyruvoyl tetrahydrobiopterin synthase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",22877,251,1.63 [1.38-1.92],7.0146182447330674e-09
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,17031,367,1.32 [1.13-1.54],0.000346950131478
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,21099,164,1.35 [1.08-1.70],0.0088283588253937
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,21120,185,1.91 [1.57-2.33],8.121961602250813e-11
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,22794,1100,1.18 [1.07-1.29],0.0004762335290911
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,19748,1057,1.18 [1.07-1.29],0.0006552923558539
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases","Disorder of lipoprotein metabolism, unspecified",16737,73,1.56 [1.15-2.12],0.0047732009035846
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,16930,266,1.33 [1.11-1.60],0.0018448404109233
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,16732,68,2.69 [2.21-3.27],3.42975919556482e-23
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20411,3747,1.12 [1.06-1.17],3.221722920748706e-05
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,16843,179,1.48 [1.20-1.82],0.0002240438176274
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,17209,545,1.55 [1.38-1.74],1.5584462446007074e-13
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of phosphorus metabolism and phosphatases,16809,145,1.44 [1.14-1.82],0.0021742325746508
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",16727,63,1.69 [1.22-2.34],0.0014841220522342
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,17032,368,1.33 [1.14-1.54],0.0002035603587454
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,17044,380,1.18 [1.01-1.38],0.0347374249176507
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,21692,5028,1.12 [1.08-1.17],1.947961852416917e-07
PTS,6-pyruvoyl tetrahydrobiopterin synthase,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",18235,1571,1.16 [1.07-1.25],0.0002271818834662
