Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CST7,Cystatin-F,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13326,1086,1.19 [1.13-1.25],7.255626226528703e-11
CST7,Cystatin-F,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,20996,777,1.20 [1.13-1.27],5.3505803102209435e-09
CST7,Cystatin-F,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,20970,751,1.19 [1.12-1.27],1.218450863265058e-08
CST7,Cystatin-F,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,14277,4582,1.12 [1.08-1.16],7.865658834732369e-11
CST7,Cystatin-F,Chapter IX Diseases of the circulatory system,"Hypertension, essential",15125,3204,1.13 [1.08-1.17],4.195740283413703e-10
CST7,Cystatin-F,Chapter IX Diseases of the circulatory system,Hypertension,15168,3247,1.13 [1.09-1.17],2.1645454980231646e-10
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,17100,2166,1.16 [1.12-1.21],1.683185109412423e-14
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,20084,1138,1.19 [1.14-1.25],4.5455872003986644e-13
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,Early onset COPD,21521,242,1.30 [1.19-1.42],4.251692793683838e-09
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,"COPD, hospital admissions 1, only main diagnosis",21574,295,1.29 [1.19-1.40],2.882146879734088e-10
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,"Other chronic obstructive pulmonary disease, including avohilmo",21574,295,1.29 [1.19-1.40],2.882146879734088e-10
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,Asthma,15077,865,1.19 [1.12-1.26],2.11318094488727e-09
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",14681,865,1.19 [1.13-1.26],7.269844444807779e-10
CST7,Cystatin-F,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",15068,856,1.19 [1.12-1.26],1.393332052818261e-09
