Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
EFCAB14,EF-hand calcium-binding domain-containing protein 14,Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,6,0.73 [0.57-0.93],0.0105510829456133
EFCAB14,EF-hand calcium-binding domain-containing protein 14,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,6,0.89 [0.80-0.98],0.0165193890850581
