Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Chapter V Mental and behavioural disorders,Alcohol dependence,Inverse variance weighted,40,1.07 [1.00-1.15],0.0486603186889856
WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,40,0.96 [0.93-0.99],0.0068531423854126
WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",Inverse variance weighted,40,1.12 [1.01-1.24],0.0351321590522771
