Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
RTBDN,Retbindin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,5,0.92 [0.86-0.97],0.0050594386351907
RTBDN,Retbindin,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,5,0.92 [0.86-0.98],0.0076403571800783
