Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,30224,118,1.79 [1.31-2.44],0.0002823904655031
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,35890,131,0.54 [0.39-0.76],0.0004202596292719
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AGR2,Anterior gradient protein 2 homolog,34705,124,1.31 [1.13-1.51],0.0003255481599471
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ANXA10,Annexin A10,34991,125,1.26 [1.07-1.50],0.0070735854041527
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AREG,Amphiregulin,35608,129,1.53 [1.14-2.04],0.0041697272151163
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ASGR1,Asialoglycoprotein receptor 1,35516,130,2.03 [1.25-3.32],0.0045567515619004
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ATRAID,All-trans retinoic acid-induced differentiation factor,31021,120,1.81 [1.32-2.47],0.0002048760139507
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BSG,Basigin,36103,131,4.20 [2.01-8.77],0.0001306096764303
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CALCB,Calcitonin gene-related peptide 2,31066,121,1.57 [1.15-2.15],0.0046736572135097
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CBLN4,Cerebellin-4,36096,132,0.37 [0.23-0.59],2.749394782375921e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CCDC80,Coiled-coil domain-containing protein 80,35770,131,1.83 [1.23-2.72],0.0030227519716182
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CCN3,CCN family member 3,36150,131,2.57 [1.74-3.79],2.2149934429150142e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD276,CD276 antigen,35751,132,1.85 [1.18-2.88],0.0067927235588924
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD302,CD302 antigen,35608,129,2.59 [1.68-3.98],1.6288948836689815e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD7,T-cell antigen CD7,30162,117,1.66 [1.16-2.37],0.0055740893648712
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD70,CD70 antigen,35746,132,1.89 [1.35-2.66],0.0002416971745978
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD93,Complement component C1q receptor,34389,130,2.04 [1.27-3.27],0.0030124471578393
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD99,CD99 antigen,35769,132,3.15 [1.52-6.52],0.0020512889364232
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CD99L2,CD99 antigen-like protein 2,35769,132,3.51 [1.94-6.34],3.305121641723433e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CDH6,Cadherin-6,35770,131,1.91 [1.30-2.79],0.0009541048618458
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CELA2A,Chymotrypsin-like elastase family member 2A,31151,119,0.64 [0.48-0.85],0.0016616974793971
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CELA3A,Chymotrypsin-like elastase family member 3A,36148,132,0.64 [0.49-0.84],0.0010864862907653
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CFD,Complement factor D,31184,121,2.56 [1.30-5.02],0.0062987487326936
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CGREF1,Cell growth regulator with EF hand domain protein 1,35770,131,1.74 [1.21-2.49],0.0026104969782574
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",31066,121,2.04 [1.46-2.85],3.27937634430419e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CHCHD6,MICOS complex subunit MIC25,31002,120,1.96 [1.27-3.01],0.0022006946236239
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CHGA,Chromogranin-A,31151,119,1.49 [1.28-1.73],1.4945797255853214e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CKAP4,Cytoskeleton-associated protein 4,35981,131,2.43 [1.56-3.76],7.562492941386552e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CKB,Creatine kinase B-type,31151,119,1.47 [1.10-1.97],0.0083535585622011
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CLEC4C,C-type lectin domain family 4 member C,35746,132,0.63 [0.45-0.87],0.0048272686363184
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CLEC5A,C-type lectin domain family 5 member A,35645,131,2.06 [1.25-3.39],0.0047713731767221
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CNTN2,Contactin-2,36096,132,0.55 [0.39-0.79],0.0012749991331484
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),COL18A1,Collagen alpha-1(XVIII) chain,35903,132,2.91 [1.52-5.58],0.0012619974947779
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),COL6A3,Collagen alpha-3(VI) chain,36209,132,2.21 [1.50-3.26],6.379241502450362e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),COL9A1,Collagen alpha-1(IX) chain,35746,132,2.15 [1.63-2.84],5.450171059918697e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CPA4,Carboxypeptidase A4,29861,118,0.58 [0.39-0.85],0.005788403301213
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CPB1,Carboxypeptidase B,36209,132,0.62 [0.47-0.82],0.000624854723004
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CTRB1,Chymotrypsinogen B,35769,132,0.62 [0.47-0.82],0.0007629669734215
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CTRC,Chymotrypsin-C,35755,132,0.69 [0.54-0.87],0.0019039614386275
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CYTH3,Cytohesin-3,30019,111,1.33 [1.09-1.61],0.0044225841534541
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),DTNB,Dystrobrevin beta,30943,120,1.68 [1.20-2.37],0.0026640441512726
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EDA2R,Tumor necrosis factor receptor superfamily member 27,36096,132,2.31 [1.61-3.31],5.048986324503809e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EFCAB14,EF-hand calcium-binding domain-containing protein 14,31021,120,1.81 [1.18-2.78],0.0069911242206108
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ELN,Elastin,31148,121,2.50 [1.59-3.95],7.533201139164479e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ENAH,Protein enabled homolog,35126,127,1.49 [1.10-2.01],0.0089607766537856
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EPHA2,Ephrin type-A receptor 2,34494,128,2.01 [1.35-3.01],0.0005949776002854
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),EPHB4,Ephrin type-B receptor 4,36209,132,2.83 [1.65-4.83],0.0001425227608831
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),FABP3,"Fatty acid-binding protein, heart",31148,121,1.75 [1.31-2.34],0.0001743347455653
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),FAM3C,Protein FAM3C,35719,131,1.95 [1.17-3.24],0.0098996937336895
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GAST,Gastrin,31066,121,1.17 [1.05-1.31],0.0063687868993154
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GDF15,Growth/differentiation factor 15,36209,132,1.60 [1.22-2.10],0.0007631405638561
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GIPC2,PDZ domain-containing protein GIPC2,31066,121,2.17 [1.30-3.63],0.0029854600898031
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GM2A,Ganglioside GM2 activator,30373,117,1.59 [1.19-2.12],0.0016216380834367
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),GP2,Pancreatic secretory granule membrane major glycoprotein GP2,34693,127,0.69 [0.56-0.86],0.0009737327127455
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),HPGDS,Hematopoietic prostaglandin D synthase,34957,127,0.49 [0.32-0.75],0.001139962491389
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),HSPA2,Heat shock-related 70 kDa protein 2,31002,120,1.76 [1.23-2.52],0.0019624529331823
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),HSPB6,Heat shock protein beta-6,36096,132,1.81 [1.24-2.63],0.0019916335329545
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,35487,131,2.17 [1.28-3.69],0.0042151914078618
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),HYOU1,Hypoxia up-regulated protein 1,36209,132,2.96 [1.48-5.91],0.0020654149348604
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),IGFBP1,Insulin-like growth factor-binding protein 1,36146,131,1.22 [1.07-1.39],0.0029884845291398
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),IGFBP2,Insulin-like growth factor-binding protein 2,36151,132,1.54 [1.20-1.98],0.0007365828948771
