Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ARG1,Arginase-1,47023,182,0.72 [0.56-0.92],0.0089620672461548
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,BOLA2_BOLA2B,BolA-like protein 2,40115,158,0.67 [0.50-0.88],0.0047738269487892
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,C9orf40,Uncharacterized protein C9orf40,41000,157,0.76 [0.63-0.92],0.0055717565263727
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CA1,Carbonic anhydrase 1,46276,180,0.72 [0.58-0.90],0.0039711246532654
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CA2,Carbonic anhydrase 2,47163,184,0.71 [0.59-0.87],0.0006658828734617
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CENPF,Centromere protein F,40434,153,0.66 [0.48-0.90],0.0091686123054573
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CTBS,Di-N-acetylchitobiase,40587,159,0.52 [0.33-0.81],0.0037139062442168
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DDI2,Protein DDI1 homolog 2,40278,158,0.76 [0.62-0.93],0.0079387845078989
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DEFB103A_DEFB103B,Beta-defensin 103,39680,156,1.41 [1.10-1.80],0.007128956364188
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,47298,187,0.73 [0.59-0.90],0.0032715104404035
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",47565,186,0.78 [0.65-0.94],0.0089481678359626
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HMBS,Porphobilinogen deaminase,47700,187,0.61 [0.46-0.82],0.0009896923625438
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IMPACT,Protein IMPACT,41082,157,0.68 [0.52-0.90],0.0073648113259495
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",40115,158,0.69 [0.52-0.91],0.0086480635499646
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,47349,186,0.66 [0.54-0.82],0.0001574621937175
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MAPK13,Mitogen-activated protein kinase 13,39711,153,1.42 [1.09-1.86],0.008614093722272
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MMP15,Matrix metalloproteinase-15,41171,160,1.39 [1.14-1.69],0.001064799169014
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MRPL52,"39S ribosomal protein L52, mitochondrial",39635,153,0.43 [0.23-0.81],0.0092996054499813
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,41112,158,0.65 [0.49-0.85],0.0017107657349049
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,NAP1L4,Nucleosome assembly protein 1-like 4,40923,157,0.63 [0.45-0.88],0.0069446674570309
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PCDH12,Protocadherin-12,41112,158,0.44 [0.24-0.80],0.0071423836540969
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PHLDB1,Pleckstrin homology-like domain family B member 1,41000,157,0.68 [0.51-0.91],0.0089615454478668
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PPCDC,Phosphopantothenoylcysteine decarboxylase,47711,186,0.68 [0.51-0.90],0.007874471620654
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PPME1,Protein phosphatase methylesterase 1,47088,185,0.72 [0.58-0.89],0.0021070595360902
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PRDX6,Peroxiredoxin-6,47700,187,0.75 [0.60-0.93],0.0096320987867633
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PSME2,Proteasome activator complex subunit 2,46720,184,0.58 [0.40-0.84],0.0035552262290522
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PSMG3,Proteasome assembly chaperone 3,47235,185,0.69 [0.53-0.89],0.0046308180841576
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PSMG4,Proteasome assembly chaperone 4,39987,156,0.67 [0.49-0.90],0.0077363253126516
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,RPE,Ribulose-phosphate 3-epimerase,40434,153,0.71 [0.55-0.91],0.0071099922945929
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,SEZ6,Seizure protein 6 homolog,40053,153,0.48 [0.28-0.82],0.0076624701939449
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,SFTPA2,Pulmonary surfactant-associated protein A2,46180,181,1.35 [1.08-1.69],0.0094118685825047
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,SLC44A4,Choline transporter-like protein 4,40053,153,1.25 [1.06-1.48],0.0077730476197793
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ST13,Hsc70-interacting protein,40278,158,0.68 [0.52-0.90],0.0064980307839875
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,TP53I3,Quinone oxidoreductase PIG3,39401,155,0.64 [0.47-0.86],0.0032928322865349
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,UBAC1,Ubiquitin-associated domain-containing protein 1,47088,185,0.55 [0.38-0.81],0.0020319237138221
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,UHRF2,E3 ubiquitin-protein ligase UHRF2,39832,157,1.55 [1.18-2.02],0.0015494552722692
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,YOD1,Ubiquitin thioesterase OTU1,39832,157,0.68 [0.53-0.87],0.0023614690033743
