Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACTN2,Alpha-actinin-2,37066,114,1.67 [1.33-2.09],9.502735745243206e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,44253,135,0.52 [0.38-0.72],7.556850217816325e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ANXA5,Annexin A5,42964,132,1.84 [1.19-2.84],0.0060194659316776
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,APLP1,Amyloid-like protein 1,44122,138,0.61 [0.45-0.83],0.0012889831033708
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,APP,Amyloid-beta precursor protein,44066,137,1.34 [1.07-1.67],0.0094230612535334
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,AREG,Amphiregulin,43934,135,1.65 [1.25-2.18],0.0004465938113981
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ASGR1,Asialoglycoprotein receptor 1,43776,137,1.90 [1.20-3.01],0.0064840409292416
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,B2M,Beta-2-microglobulin,38392,119,1.60 [1.22-2.11],0.0008041868133853
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,B4GALT1,"Beta-1,4-galactosyltransferase 1",44320,137,2.26 [1.36-3.75],0.0016567960177887
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,C19orf12,Protein C19orf12,43104,132,1.28 [1.06-1.55],0.0089672353051436
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,C1QA,Complement C1q subcomponent subunit A,44380,139,2.52 [1.37-4.62],0.0029134591575775
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,C1QTNF6,Complement C1q tumor necrosis factor-related protein 6,38267,116,1.73 [1.15-2.59],0.0081590657040344
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CA14,Carbonic anhydrase 14,44497,139,0.47 [0.31-0.71],0.0003516302515334
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CA3,Carbonic anhydrase 3,44589,139,1.43 [1.14-1.79],0.0016976040395189
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CBLN4,Cerebellin-4,44497,139,0.46 [0.29-0.72],0.0007950368895637
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCDC50,Coiled-coil domain-containing protein 50,38267,116,1.29 [1.08-1.54],0.0055852752837699
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCL14,C-C motif chemokine 14,44016,133,1.68 [1.25-2.26],0.0006335129046679
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCL18,C-C motif chemokine 18,43538,133,1.29 [1.08-1.52],0.0040043335206461
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCL2,C-C motif chemokine 2,43703,137,1.43 [1.10-1.88],0.0086077420385483
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCL26,C-C motif chemokine 26,44054,134,1.24 [1.09-1.41],0.0011146119177675
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CCL7,C-C motif chemokine 7,44054,134,1.50 [1.25-1.80],1.6947767735748766e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD274,Programmed cell death 1 ligand 1,43776,137,1.78 [1.23-2.58],0.0024141173008527
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD276,CD276 antigen,44105,137,1.77 [1.16-2.72],0.0087049911450676
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD46,Membrane cofactor protein,43874,131,2.03 [1.26-3.27],0.0034780270374051
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD55,Complement decay-accelerating factor,42595,121,2.13 [1.37-3.33],0.0008640762169923
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD74,HLA class II histocompatibility antigen gamma chain,44499,138,2.00 [1.35-2.96],0.0005635900724531
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD80,T-lymphocyte activation antigen CD80,38349,119,1.99 [1.27-3.11],0.0026811804188175
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CD83,CD83 antigen,44054,134,1.79 [1.19-2.68],0.00532431070185
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CDCP1,CUB domain-containing protein 1,43776,137,1.84 [1.44-2.34],9.115479497470944e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,38342,116,1.61 [1.17-2.22],0.003598738178738
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CHGA,Chromogranin-A,38342,116,1.64 [1.43-1.87],7.16386641922617e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CKAP4,Cytoskeleton-associated protein 4,44378,140,2.79 [1.92-4.04],6.506037087659357e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CNTN5,Contactin-5,44207,137,0.50 [0.33-0.76],0.0011096507828231
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,COL6A3,Collagen alpha-3(VI) chain,44663,139,1.78 [1.23-2.58],0.0023668110973963
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,COL9A1,Collagen alpha-1(IX) chain,44054,134,1.80 [1.37-2.35],1.8460063802735044e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CRIM1,Cysteine-rich motor neuron 1 protein,44320,137,2.47 [1.25-4.89],0.0095119234865482
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,CRTAC1,Cartilage acidic protein 1,44663,139,4.06 [2.35-6.99],4.699204625388994e-07
