Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
NCAM2,Neural cell adhesion molecule 2,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",23370,1633,0.74 [0.63-0.87],0.0003586425707355
NCAM2,Neural cell adhesion molecule 2,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,23617,725,0.64 [0.50-0.82],0.0004355846852653
NCAM2,Neural cell adhesion molecule 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20989,3874,0.74 [0.67-0.82],3.258769857066449e-08
NCAM2,Neural cell adhesion molecule 2,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",17841,726,0.61 [0.47-0.78],7.636808144562943e-05
NCAM2,Neural cell adhesion molecule 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22306,5191,0.81 [0.74-0.89],1.0850766710092732e-05
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,19997,7744,0.87 [0.80-0.94],0.0002144257605242
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,Hypertension,21195,6751,0.78 [0.72-0.85],2.2311082700736366e-09
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21217,6773,0.78 [0.72-0.85],1.886157817644146e-09
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,"Hypertension, portal",23510,111,3.21 [1.76-5.83],0.0001339140999261
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,Oesophageal varices,22300,71,3.71 [1.76-7.81],0.0005736051046774
NCAM2,Neural cell adhesion molecule 2,Chapter IX Diseases of the circulatory system,Secondary right heart disease,23094,362,1.78 [1.27-2.50],0.0008186115390243
NCAM2,Neural cell adhesion molecule 2,Chapter VIII Diseases of the ear and mastoid process,Sensorineural hearing loss,22814,129,0.31 [0.17-0.56],0.0001037422519593
NCAM2,Neural cell adhesion molecule 2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",16532,1424,0.70 [0.58-0.83],5.658771632787334e-05
NCAM2,Neural cell adhesion molecule 2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",16856,1398,0.68 [0.57-0.82],2.687777573102222e-05
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",23534,135,3.41 [1.99-5.86],8.901655500350427e-06
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,19531,3043,0.71 [0.63-0.80],3.6112997204424086e-08
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,22895,158,2.84 [1.71-4.72],5.602439058139665e-05
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,19982,2147,0.78 [0.68-0.90],0.0007797520859064
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Hernia,21687,3537,0.83 [0.74-0.93],0.0009585295586501
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,17913,1425,0.73 [0.61-0.87],0.0003633375228133
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Other diseases of intestine,18356,1868,0.71 [0.61-0.83],1.772606544063026e-05
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Other diseases of intestines,21934,5446,0.85 [0.78-0.93],0.0003657294368159
NCAM2,Neural cell adhesion molecule 2,Chapter XI Diseases of the digestive system,Umbilical hernia,18522,372,0.51 [0.37-0.72],0.0001375651946672
NCAM2,Neural cell adhesion molecule 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,18349,1458,0.72 [0.61-0.86],0.0002484840389999
NCAM2,Neural cell adhesion molecule 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,19147,2256,0.77 [0.67-0.89],0.0003079125203921
