Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,ABCA2,ATP-binding cassette sub-family A member 2,23384,83,1.79 [1.16-2.77],0.0086678616054185
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,AFAP1,Actin filament-associated protein 1,23599,83,1.34 [1.08-1.67],0.0075606720168511
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,AMBP,Protein AMBP,28013,91,4.14 [1.70-10.07],0.0017555637914499
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,B4GALT1,"Beta-1,4-galactosyltransferase 1",27925,90,2.69 [1.45-4.99],0.0017104699887777
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,BAMBI,BMP and activin membrane-bound inhibitor homolog,27123,92,1.94 [1.19-3.17],0.0077662851811202
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CALB1,Calbindin,27677,92,1.96 [1.31-2.95],0.0011950524508901
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CD27,CD27 antigen,27867,90,1.96 [1.30-2.96],0.0013547459634808
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CD302,CD302 antigen,27677,92,2.08 [1.22-3.55],0.0069097343957664
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21,27783,92,1.32 [1.08-1.61],0.0072594347744313
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CHGA,Chromogranin-A,24136,84,1.38 [1.13-1.68],0.0015230161480586
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,CLMP,CXADR-like membrane protein,28050,91,3.13 [1.47-6.69],0.0031892689689383
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,COL24A1,Collagen alpha-1(XXIV) chain,24052,86,0.66 [0.50-0.87],0.0032368992578954
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,COLEC12,Collectin-12,27784,89,2.60 [1.33-5.09],0.0050496853742383
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,DLL1,Delta-like protein 1,27867,90,2.32 [1.29-4.16],0.0048040728490789
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,DSC2,Desmocollin-2,27452,90,1.87 [1.19-2.93],0.0063391902352911
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,EDA2R,Tumor necrosis factor receptor superfamily member 27,28050,91,1.89 [1.20-2.98],0.0060707998222045
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,EFCAB14,EF-hand calcium-binding domain-containing protein 14,24052,86,2.00 [1.24-3.23],0.0046046310086391
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,EFNA1,Ephrin-A1,27737,91,2.73 [1.53-4.85],0.0006288519081035
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,EFNA4,Ephrin-A4,27557,91,2.09 [1.20-3.65],0.0090236996140275
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,EPHA2,Ephrin type-A receptor 2,26804,91,2.09 [1.30-3.36],0.0024671104123645
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,F3,Tissue factor,27873,89,2.34 [1.23-4.44],0.0094530671924518
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,FABP4,"Fatty acid-binding protein, adipocyte",28141,91,1.53 [1.11-2.11],0.0099581318067791
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,FGF23,Fibroblast growth factor 23,28001,91,1.38 [1.11-1.72],0.0035385430904228
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,FGF5,Fibroblast growth factor 5,27281,89,2.05 [1.30-3.25],0.0021631204134478
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,FSTL3,Follistatin-related protein 3,27743,89,2.26 [1.34-3.80],0.0020921019208823
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4,23385,87,1.38 [1.12-1.70],0.002393049230714
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GAST,Gastrin,24075,85,1.22 [1.06-1.40],0.0058308721086433
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GDF15,Growth/differentiation factor 15,28141,91,1.49 [1.13-1.96],0.0047968867564591
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GFRA1,GDNF family receptor alpha-1,28013,91,2.42 [1.32-4.46],0.0043670281144759
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GLT8D2,Glycosyltransferase 8 domain-containing protein 2,27136,89,1.47 [1.14-1.88],0.0024971416920251
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GM2A,Ganglioside GM2 activator,23572,84,1.67 [1.21-2.31],0.0019277865271928
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,GZMB,Granzyme B,27783,92,0.61 [0.45-0.83],0.0014468702237737
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",23384,83,1.62 [1.19-2.21],0.0024358087867536
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,HSPB6,Heat shock protein beta-6,28050,91,1.77 [1.19-2.64],0.0050795653284093
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,27574,87,2.53 [1.38-4.64],0.0026754770092647
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,IFNGR1,Interferon gamma receptor 1,27925,90,2.93 [1.54-5.59],0.0010756982204518
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,IGFBP4,Insulin-like growth factor-binding protein 4,27435,90,1.95 [1.37-2.76],0.0001834967660673
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,IL15,Interleukin-15,27783,92,2.05 [1.28-3.29],0.0027707966711956
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,IL15RA,Interleukin-15 receptor subunit alpha,27281,89,2.19 [1.29-3.71],0.0035402834730944
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,IL18BP,Interleukin-18-binding protein,27880,89,2.25 [1.31-3.85],0.00324156691077
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,JAM2,Junctional adhesion molecule B,28061,90,2.49 [1.33-4.67],0.0045664682388279
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,KLK11,Kallikrein-11,27596,87,2.00 [1.26-3.18],0.0032590576712545
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,LAYN,Layilin,27556,91,1.97 [1.20-3.21],0.006975739413392
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,LGALS4,Galectin-4,27784,89,1.64 [1.20-2.24],0.0016836000652177
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,23380,83,1.94 [1.27-2.95],0.002077524234579
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,MDM1,Nuclear protein MDM1,23473,84,2.66 [1.61-4.40],0.0001265403516202
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,NECTIN2,Nectin-2,27768,91,2.33 [1.31-4.15],0.0041670032307092
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,NFIC,Nuclear factor 1 C-type,24107,87,1.58 [1.23-2.04],0.0004122067366031
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,NPDC1,Neural proliferation differentiation and control protein 1,27798,92,2.01 [1.23-3.28],0.0051629499919698
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,NPHS1,Nephrin,23464,84,0.34 [0.17-0.65],0.0012214054578481
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,27605,91,2.32 [1.27-4.25],0.0062846782697585
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,27787,91,2.60 [1.47-4.59],0.0010489083050502
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,RABEPK,Rab9 effector protein with kelch motifs,27123,92,1.41 [1.11-1.78],0.004456044269564
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,REG1A,Lithostathine-1-alpha,27641,87,1.76 [1.30-2.39],0.0002334772971404
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,REG1B,Lithostathine-1-beta,28141,91,1.54 [1.19-2.00],0.0010883050161713
