Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ARMCX2,Armadillo repeat-containing X-linked protein 2,18202,23,1.56 [1.12-2.17],0.0090228099787617
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,18235,25,2.08 [1.28-3.40],0.0032948976154671
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,AZU1,Azurocidin,21036,35,1.46 [1.11-1.92],0.0062953775573624
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,BPIFB2,BPI fold-containing family B member 2,18788,25,2.09 [1.39-3.14],0.0004188360559704
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CA12,Carbonic anhydrase 12,21624,36,2.31 [1.30-4.10],0.0042432446392803
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CCAR2,Cell cycle and apoptosis regulator protein 2,18767,24,1.65 [1.23-2.22],0.0009220462429377
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CD109,CD109 antigen,21710,35,3.43 [1.42-8.27],0.0060169825089905
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CD55,Complement decay-accelerating factor,20929,33,2.69 [1.46-4.94],0.0014147646924947
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CD70,CD70 antigen,21722,35,2.14 [1.24-3.72],0.006663623482934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CLEC11A,C-type lectin domain family 11 member A,21673,35,2.31 [1.25-4.29],0.0077477308655045
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CNDP1,Beta-Ala-His dipeptidase,21772,35,3.15 [1.52-6.54],0.0021030686387473
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,COL9A1,Collagen alpha-1(IX) chain,21722,35,2.07 [1.26-3.39],0.0039195950228111
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CRNN,Cornulin,21082,35,1.33 [1.33-1.33],0.0
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CRX,Cone-rod homeobox protein,21321,34,1.30 [1.07-1.57],0.0069567582420411
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CTSO,Cathepsin O,21964,35,1.86 [1.42-2.45],8.5673884662458e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DAND5,DAN domain family member 5,18276,24,0.45 [0.27-0.77],0.003148502913088
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DGCR6,Protein DGCR6,18202,23,1.85 [1.17-2.91],0.0080877015340046
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DHODH,Dihydroorotate dehydrogenase,18235,25,0.23 [0.08-0.65],0.0061546598775506
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DUSP3,Dual specificity protein phosphatase 3,21221,34,1.46 [1.17-1.82],0.0007239234084476
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,EFCAB2,Dynein regulatory complex protein 8,18477,24,2.86 [1.70-4.81],7.935595859909691e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,21979,36,2.84 [1.28-6.27],0.0099157042226022
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,EPCAM,Epithelial cell adhesion molecule,21713,34,1.59 [1.17-2.15],0.0029612899625616
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,EPGN,Epigen,18741,25,1.66 [1.16-2.37],0.00586620475688
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,FRMD7,FERM domain-containing protein 7,18298,25,2.21 [1.23-3.95],0.0076813268342734
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,GPA33,Cell surface A33 antigen,21624,36,1.36 [1.09-1.70],0.0073119833191446
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,HSP90B1,Endoplasmin,21120,34,1.43 [1.12-1.83],0.0037824796662036
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,HTR1A,5-hydroxytryptamine receptor 1A,18202,23,1.54 [1.15-2.06],0.0036623118492003
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,HYOU1,Hypoxia up-regulated protein 1,21979,36,6.50 [1.82-23.20],0.0039182294572357
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ICAM3,Intercellular adhesion molecule 3,21979,36,4.17 [1.75-9.96],0.0012725606303226
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,IFNL1,Interferon lambda-1,21221,34,0.41 [0.24-0.70],0.0010322373967921
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,IGSF21,Immunoglobulin superfamily member 21,18306,25,2.15 [1.27-3.66],0.00454562386844
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ITGB2,Integrin beta-2,21571,35,2.85 [1.36-5.97],0.0055025863844787
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",18202,23,1.91 [1.19-3.08],0.0074547455553118
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,KLF4,Krueppel-like factor 4,18202,23,2.27 [1.34-3.86],0.0023752308614267
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,LEO1,RNA polymerase-associated protein LEO1,18793,24,2.41 [1.54-3.75],0.0001079438073613
