Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,13507,170,1.26 [1.07-1.48],0.006755097172978
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,AKR1B1,Aldo-keto reductase family 1 member B1,15269,189,1.26 [1.08-1.47],0.003641507683496
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ANKRD54,Ankyrin repeat domain-containing protein 54,15269,189,1.37 [1.15-1.63],0.000422211063039
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ARFIP1,Arfaptin-1,13569,173,1.34 [1.10-1.64],0.0038752058118069
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ASGR1,Asialoglycoprotein receptor 1,15530,194,1.89 [1.26-2.83],0.0021272385330489
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ATG4A,Cysteine protease ATG4A,15269,189,1.38 [1.14-1.68],0.0010467301944251
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ATP6V1F,V-type proton ATPase subunit F,15217,192,1.27 [1.07-1.52],0.00780370436421
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CAPS,Calcyphosin,13545,172,1.19 [1.05-1.35],0.0049105546516833
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,15530,194,1.27 [1.08-1.49],0.0040848821252576
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CD109,CD109 antigen,15635,196,0.60 [0.42-0.85],0.0041750096654006
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CD36,Platelet glycoprotein 4,13206,165,1.53 [1.13-2.08],0.0065743143275301
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CD82,CD82 antigen,13308,171,1.41 [1.10-1.80],0.0069509887960296
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CEP20,Centrosomal protein 20,15269,189,1.25 [1.06-1.48],0.0082763393580859
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",13545,172,1.79 [1.31-2.43],0.0002453573682365
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CLEC1B,C-type lectin domain family 1 member B,15781,196,1.19 [1.04-1.35],0.0088546942164949
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",13189,172,1.28 [1.07-1.53],0.007920516122755
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CST3,Cystatin-C,15648,192,1.99 [1.30-3.05],0.0015744613157592
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,CXCL17,C-X-C motif chemokine 17,15815,198,1.57 [1.24-1.98],0.0002110047415293
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,DENR,Density-regulated protein,13206,165,1.43 [1.17-1.76],0.0005011471702178
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,DMD,Dystrophin,13216,172,1.34 [1.08-1.68],0.0088628264167458
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,DNAJC9,DnaJ homolog subfamily C member 9,13522,175,1.27 [1.06-1.53],0.0093134381424729
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ECI2,Enoyl-CoA delta isomerase 2,13159,168,1.30 [1.07-1.59],0.0091085818603328
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,EHD3,EH domain-containing protein 3,13216,172,1.20 [1.05-1.36],0.006823918657945
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",13483,175,1.19 [1.05-1.35],0.0081349324948782
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,15636,191,1.29 [1.07-1.54],0.0066265338539834
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,ERMAP,Erythroid membrane-associated protein,13206,165,1.62 [1.20-2.19],0.0016936445951082
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,F11R,Junctional adhesion molecule A,15635,196,1.35 [1.10-1.67],0.0050445986755321
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,F7,Coagulation factor VII,15646,192,2.21 [1.46-3.35],0.0001695456530072
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,FHIT,Bis(5'-adenosyl)-triphosphatase,15248,192,1.26 [1.06-1.49],0.0083770388335622
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,FYB1,FYN-binding protein 1,15612,196,1.20 [1.05-1.38],0.0097079158970822
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,12996,164,2.24 [1.34-3.76],0.0022319353181338
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,GFER,FAD-linked sulfhydryl oxidase ALR,15269,189,1.29 [1.06-1.57],0.0095691832743864
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,GLO1,Lactoylglutathione lyase,15374,193,1.38 [1.12-1.69],0.0021633165494488
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",13216,172,1.40 [1.08-1.80],0.0098507039145062
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,IL25,Interleukin-25,13056,166,1.75 [1.16-2.64],0.0074912824898106
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",13216,172,1.43 [1.12-1.82],0.0037938983728611
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,LAMP3,Lysosome-associated membrane glycoprotein 3,15785,198,1.45 [1.16-1.81],0.0012100934450325
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,LDLRAP1,Low density lipoprotein receptor adapter protein 1,13569,173,1.23 [1.05-1.43],0.0081827734415966
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,15666,196,1.31 [1.07-1.59],0.0074378058385103
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,LY96,Lymphocyte antigen 96,15530,194,1.67 [1.23-2.28],0.0010997739986702
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,MAEA,E3 ubiquitin-protein transferase MAEA,15269,189,1.45 [1.11-1.90],0.007182223933487
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,MED18,Mediator of RNA polymerase II transcription subunit 18,15269,189,1.28 [1.08-1.51],0.0049378977677464
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,MMP3,Stromelysin-1,15635,196,1.44 [1.13-1.84],0.0031794968545324
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,MORC3,MORC family CW-type zinc finger protein 3,13545,172,1.64 [1.14-2.36],0.0073704835845599
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,NACC1,Nucleus accumbens-associated protein 1,13507,170,1.39 [1.12-1.72],0.0030683634748971
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,NOTCH3,Neurogenic locus notch homolog protein 3,15834,196,0.62 [0.43-0.88],0.0080847517920988
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,NSFL1C,NSFL1 cofactor p47,15781,196,1.29 [1.08-1.55],0.0061247707433786
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,PDIA5,Protein disulfide-isomerase A5,13099,166,1.36 [1.15-1.61],0.0003733449362713
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,PDRG1,p53 and DNA damage-regulated protein 1,13194,172,1.37 [1.13-1.68],0.0017661002761073
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,PFDN4,Prefoldin subunit 4,13099,166,1.34 [1.11-1.63],0.0028217765214539
Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,PILRA,Paired immunoglobulin-like type 2 receptor alpha,15635,196,1.57 [1.15-2.14],0.0047290911133755
