Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,SDC1,Syndecan-1,Inverse variance weighted,14,1.18 [1.07-1.31],0.0011081877078832
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.27 [1.08-1.50],0.0045002131998
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,LGALS3,Galectin-3,Inverse variance weighted,42,1.07 [1.02-1.12],0.0032504571686039
