Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other neurological diseases,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,19,1.10 [1.03-1.18],0.0047931853081913
Chapter VI Diseases of the nervous system,Other neurological diseases,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.14 [1.07-1.22],6.37383498408193e-05
Chapter VI Diseases of the nervous system,Other neurological diseases,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,1.05 [1.01-1.10],0.0091429204282699
Chapter VI Diseases of the nervous system,Other neurological diseases,CD276,CD276 antigen,Inverse variance weighted,47,0.96 [0.93-0.99],0.003740473842232
Chapter VI Diseases of the nervous system,Other neurological diseases,MDK,Midkine,Inverse variance weighted,19,1.20 [1.09-1.32],0.000322321730031
