Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,AREG,Amphiregulin,20004,1930,1.41 [1.28-1.56],7.391989175140671e-12
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,BSG,Basigin,20290,1955,1.89 [1.55-2.30],2.396865279001015e-10
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,C1QA,Complement C1q subcomponent subunit A,20228,1952,1.74 [1.46-2.07],4.2153841325130704e-10
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CA9,Carbonic anhydrase 9,20277,1952,1.35 [1.25-1.47],2.125111167870865e-13
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CHGA,Chromogranin-A,17441,1651,1.33 [1.26-1.39],2.0486967093221502e-30
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CXCL9,C-X-C motif chemokine 9,20173,1948,1.26 [1.19-1.33],1.880376416117452e-15
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,FGF23,Fibroblast growth factor 23,20240,1950,1.28 [1.19-1.37],1.3633162265976568e-11
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,GAST,Gastrin,17391,1660,1.15 [1.12-1.19],2.42837423143652e-18
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,GDF15,Growth/differentiation factor 15,20343,1964,1.40 [1.29-1.52],4.7162697816286245e-16
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,LGALS9,Galectin-9,20073,1943,1.50 [1.33-1.71],2.372919946061205e-10
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PGA4,Pepsin A-4,17457,1674,1.35 [1.27-1.45],7.687769666557561e-19
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PIGR,Polymeric immunoglobulin receptor,19830,1909,1.43 [1.29-1.60],4.7330705270838765e-11
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,TFF2,Trefoil factor 2,20142,1946,1.24 [1.16-1.33],2.539811707476781e-10
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,20087,1937,1.34 [1.22-1.47],4.1409583063243457e-10
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,VSIG2,V-set and immunoglobulin domain-containing protein 2,17375,1657,1.42 [1.33-1.52],6.237934055081831e-24
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,VSIG4,V-set and immunoglobulin domain-containing protein 4,20061,1932,1.38 [1.25-1.52],3.632798407037992e-11
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,WFDC2,WAP four-disulfide core domain protein 2,19091,1855,1.47 [1.34-1.62],1.076228820483715e-15
