Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0042483,GO:0042483,negative regulation of odontogenesis,1/9,2/18800,0.0009572430855877,0.045628587079683,0.0268699813498317,TNFRSF11B,1
GO:0042489,GO:0042489,negative regulation of odontogenesis of dentin-containing tooth,1/9,2/18800,0.0009572430855877,0.045628587079683,0.0268699813498317,TNFRSF11B,1
GO:0110111,GO:0110111,negative regulation of animal organ morphogenesis,1/9,2/18800,0.0009572430855877,0.045628587079683,0.0268699813498317,TNFRSF11B,1
