Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0097193,GO:0097193,intrinsic apoptotic signaling pathway,5/18,295/18800,6.66369201691382e-06,0.0035717389210658,0.0023849003007902,EDA2R/IL19/PLAUR/SHISA5/TNFRSF1A,5
GO:0033209,GO:0033209,tumor necrosis factor-mediated signaling pathway,3/18,107/18800,0.000137442601459,0.036834617191031,0.0245949918400443,EDA2R/TNFRSF1A/TNFSF13B,3
