Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,ANGPT2,Angiopoietin-2,24343,57,7.59 [4.71-12.24],9.204950339641312e-17
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,COL6A3,Collagen alpha-3(VI) chain,24427,59,4.95 [3.06-8.01],7.210313605978106e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,CST3,Cystatin-C,24176,58,6.60 [3.61-12.09],9.631877870349464e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,EDA2R,Tumor necrosis factor receptor superfamily member 27,24343,57,4.43 [2.77-7.11],6.247426655395201e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,EDN1,Endothelin-1,20532,48,9.50 [5.03-17.96],4.204737789297397e-12
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,F7,Coagulation factor VII,24173,59,0.10 [0.05-0.19],3.971785550555673e-13
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,FGF23,Fibroblast growth factor 23,24303,57,2.03 [1.62-2.54],7.729217348549721e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,HAVCR1,Hepatitis A virus cellular receptor 1,24314,57,2.62 [2.03-3.39],2.075719077437112e-13
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,IGFBP4,Insulin-like growth factor-binding protein 4,23819,57,3.84 [2.70-5.45],6.685716951645353e-14
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,IGFBP7,Insulin-like growth factor-binding protein 7,24427,59,4.05 [2.66-6.17],6.645806748578448e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,LGALS9,Galectin-9,24129,58,6.45 [3.69-11.27],5.736112769436986e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,LMNB2,Lamin-B2,21041,50,5.55 [3.41-9.03],5.355389635221736e-12
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,LTBP2,Latent-transforming growth factor beta-binding protein 2,24427,59,7.35 [4.30-12.57],3.0940392443434843e-13
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,NEFL,Neurofilament light polypeptide,23484,57,3.13 [2.17-4.51],8.640105762565695e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,NPPB,Natriuretic peptides B,23707,56,2.17 [1.79-2.64],4.876020870437708e-15
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,NTproBNP,N-terminal prohormone of brain natriuretic peptide,24135,58,3.31 [2.69-4.08],2.084311739438755e-29
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,PLAUR,Urokinase plasminogen activator surface receptor,23968,56,9.47 [4.83-18.60],6.303634271523589e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,RELT,Tumor necrosis factor receptor superfamily member 19L,24131,57,7.31 [3.97-13.44],1.5814051716296339e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,REN,Renin,24135,58,2.31 [1.90-2.80],2.7845115970561706e-17
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,SCARB2,Lysosome membrane protein 2,23533,56,5.05 [3.13-8.15],3.348336195282467e-11
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,SHISA5,Protein shisa-5,21073,51,7.88 [4.43-14.03],2.180368522819327e-12
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,VCAM1,Vascular cell adhesion protein 1,24172,58,6.74 [3.66-12.41],8.874951782598177e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,VSIG4,V-set and immunoglobulin domain-containing protein 4,24098,57,3.82 [2.53-5.77],1.8399574823982102e-10
Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,WFDC2,WAP four-disulfide core domain protein 2,22910,57,3.47 [2.34-5.16],6.591374381005517e-10
