Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,CHGA,Chromogranin-A,18222,118,2.03 [1.77-2.32],1.0974062478752512e-24
Chapter XI Diseases of the digestive system,Chronic gastritis,GAST,Gastrin,18207,116,1.70 [1.54-1.87],1.2818421083308909e-25
Chapter XI Diseases of the digestive system,Chronic gastritis,VSIG2,V-set and immunoglobulin domain-containing protein 2,18137,115,2.70 [2.14-3.41],8.784414761862562e-17
