Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Cardiomyopathy,CD59,CD59 glycoprotein,23207,39,7.10 [3.86-13.03],2.6649306123744256e-10
Chapter IX Diseases of the circulatory system,Cardiomyopathy,COL6A3,Collagen alpha-3(VI) chain,24408,40,6.10 [3.53-10.54],8.620111999736743e-11
Chapter IX Diseases of the circulatory system,Cardiomyopathy,CST3,Cystatin-C,24158,40,9.06 [4.59-17.88],2.177608435707012e-10
Chapter IX Diseases of the circulatory system,Cardiomyopathy,FGF23,Fibroblast growth factor 23,24286,40,2.46 [1.94-3.13],1.7811341222966397e-13
Chapter IX Diseases of the circulatory system,Cardiomyopathy,IGFBP4,Insulin-like growth factor-binding protein 4,23800,38,4.12 [2.74-6.20],1.1509317954413453e-11
Chapter IX Diseases of the circulatory system,Cardiomyopathy,NPDC1,Neural proliferation differentiation and control protein 1,24117,40,6.92 [3.99-12.01],5.598741920565412e-12
Chapter IX Diseases of the circulatory system,Cardiomyopathy,NPPB,Natriuretic peptides B,23689,38,2.70 [2.15-3.39],9.610016376154749e-18
Chapter IX Diseases of the circulatory system,Cardiomyopathy,NTproBNP,N-terminal prohormone of brain natriuretic peptide,24117,40,3.98 [3.11-5.10],8.096084946128991e-28
Chapter IX Diseases of the circulatory system,Cardiomyopathy,PGF,Placenta growth factor,24376,40,4.05 [2.61-6.29],4.1921243662149184e-10
Chapter IX Diseases of the circulatory system,Cardiomyopathy,PTGDS,Prostaglandin-H2 D-isomerase,23917,40,5.11 [3.06-8.53],4.218755456632425e-10
Chapter IX Diseases of the circulatory system,Cardiomyopathy,RELT,Tumor necrosis factor receptor superfamily member 19L,24113,39,9.06 [4.56-18.01],3.1267055437205246e-10
Chapter IX Diseases of the circulatory system,Cardiomyopathy,REN,Renin,24117,40,2.75 [2.22-3.41],3.43325521876947e-20
Chapter IX Diseases of the circulatory system,Cardiomyopathy,SHISA5,Protein shisa-5,21055,33,9.49 [4.94-18.24],1.4266513645399453e-11
Chapter IX Diseases of the circulatory system,Cardiomyopathy,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,24376,40,5.56 [3.33-9.29],5.5188986716446295e-11
