Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,AGRN,Agrin,27512,728,1.79 [1.50-2.14],1.118045694680488e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,AREG,Amphiregulin,27272,718,1.44 [1.27-1.62],9.111350410900016e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,ASGR1,Asialoglycoprotein receptor 1,27211,715,2.02 [1.65-2.49],2.225053398311457e-11
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,BMPER,BMP-binding endothelial regulator protein,23263,611,2.23 [1.67-2.99],7.2092732934912e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,BST2,Bone marrow stromal antigen 2,27656,727,1.35 [1.22-1.50],5.2582767797813835e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CD27,CD27 antigen,27453,717,1.64 [1.40-1.92],6.962332103266677e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CD79B,B-cell antigen receptor complex-associated protein beta chain,27728,728,1.50 [1.30-1.73],2.8147316196208292e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CD83,CD83 antigen,27380,719,1.78 [1.48-2.14],1.244607471591565e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CDCP1,CUB domain-containing protein 1,27211,715,1.40 [1.25-1.58],2.039982290041868e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",23733,625,1.68 [1.42-1.98],8.006716620139435e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CHGA,Chromogranin-A,23792,626,1.32 [1.22-1.42],2.656699978682437e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CKAP4,Cytoskeleton-associated protein 4,27579,719,1.88 [1.50-2.35],3.6015474135282247e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,COL6A3,Collagen alpha-3(VI) chain,27738,732,1.68 [1.39-2.03],7.03380615553731e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CSF1,Macrophage colony-stimulating factor 1,27512,728,2.06 [1.63-2.59],9.32265641713189e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,CTSZ,Cathepsin Z,27374,721,1.86 [1.52-2.28],2.953470250072327e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,EFNA4,Ephrin-A4,27163,715,1.94 [1.57-2.41],1.6222519771520614e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,EPHA2,Ephrin type-A receptor 2,26406,696,1.84 [1.50-2.26],4.910711113671147e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,FSTL3,Follistatin-related protein 3,27330,723,1.86 [1.52-2.28],1.664817322939861e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,GAST,Gastrin,23733,625,1.22 [1.16-1.29],4.267611625862304e-14
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,GDF15,Growth/differentiation factor 15,27738,732,1.66 [1.52-1.82],1.6427224653136823e-27
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,HAVCR1,Hepatitis A virus cellular receptor 1,27601,723,1.36 [1.23-1.51],2.574297215589887e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,HAVCR2,Hepatitis A virus cellular receptor 2,27380,720,1.84 [1.53-2.20],5.042635701817112e-11
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,23143,594,1.76 [1.48-2.10],2.7722756855352856e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,IGFBP4,Insulin-like growth factor-binding protein 4,27033,708,1.68 [1.45-1.95],9.236091203002466e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,IGSF3,Immunoglobulin superfamily member 3,27272,718,1.49 [1.29-1.73],9.8612688168772e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,IL2RA,Interleukin-2 receptor subunit alpha,27220,717,1.61 [1.38-1.87],8.390932837379595e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,LGALS9,Galectin-9,27372,722,2.06 [1.70-2.50],1.356522109504958e-13
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,LMNB2,Lamin-B2,23733,625,1.99 [1.59-2.49],1.7700403815362924e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,NPC2,NPC intracellular cholesterol transporter 2,23397,618,1.90 [1.58-2.30],2.295501299973434e-11
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,OCLN,Occludin,23766,621,1.66 [1.42-1.95],4.719906853275356e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PDCD1,Programmed cell death protein 1,27596,723,1.48 [1.28-1.71],8.487192833576474e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PGA4,Pepsin A-4,23821,621,1.48 [1.31-1.66],6.982466659890162e-11
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PGF,Placenta growth factor,27728,728,1.71 [1.44-2.03],1.168859118899433e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PIGR,Polymeric immunoglobulin receptor,27029,714,1.72 [1.45-2.03],3.390043445763958e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PLAUR,Urokinase plasminogen activator surface receptor,27182,719,2.03 [1.60-2.56],2.9570694977071243e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,PSAP,Prosaposin,23573,619,2.02 [1.66-2.47],5.208844778759204e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,RBFOX3,RNA binding protein fox-1 homolog 3,23766,621,1.58 [1.35-1.84],6.9880377711479385e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,RELT,Tumor necrosis factor receptor superfamily member 19L,27380,720,2.02 [1.60-2.55],3.75315270988655e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,RNASE1,Ribonuclease pancreatic,23821,621,2.30 [1.72-3.08],2.3681701078391583e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,RNASE6,Ribonuclease K6,23651,617,1.98 [1.68-2.34],3.944573979471318e-16
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,SCARB2,Lysosome membrane protein 2,26686,701,1.99 [1.61-2.45],1.9028155194441158e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,SHISA5,Protein shisa-5,23792,626,2.10 [1.62-2.71],1.4021613554404712e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,SPINK1,Serine protease inhibitor Kazal-type 1,27380,720,1.49 [1.29-1.71],5.74581047522924e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,SPON2,Spondin-2,27265,719,1.82 [1.51-2.20],3.8712691698914877e-10
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TGFBR2,TGF-beta receptor type-2,27453,717,1.75 [1.44-2.13],1.8811221633922763e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TIMP1,Metalloproteinase inhibitor 1,27071,708,1.88 [1.53-2.32],2.460568005255846e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,27728,728,1.59 [1.34-1.88],6.205624936768644e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,27420,727,1.90 [1.54-2.33],1.4721111609175282e-09
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,27380,720,2.19 [1.77-2.72],1.0624996249423978e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,27380,720,1.52 [1.35-1.72],8.406024441314596e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,27678,724,1.76 [1.50-2.06],2.5957370105406405e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,27211,715,1.51 [1.30-1.75],3.5303700846457e-08
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,VSIG2,V-set and immunoglobulin domain-containing protein 2,23683,614,1.53 [1.35-1.72],6.753583553737539e-12
Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,VSIG4,V-set and immunoglobulin domain-containing protein 4,27341,717,1.64 [1.39-1.93],4.176636546613653e-09
