Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTA2,"Actin, aortic smooth muscle",22378,57,1.70 [1.18-2.46],0.0046097356292563
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTN2,Alpha-actinin-2,19182,48,2.02 [1.46-2.81],2.477991277853816e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACVRL1,Serine/threonine-protein kinase receptor R3,22568,61,2.86 [1.34-6.13],0.0068115826113792
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADA2,Adenosine deaminase 2,22694,62,2.15 [1.36-3.40],0.0010783785354177
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19270,50,3.12 [1.84-5.29],2.578127218924185e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22378,57,2.62 [1.24-5.52],0.0112661094551888
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19762,52,3.14 [1.53-6.43],0.0017808752247371
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22704,60,1.93 [1.13-3.28],0.0157915620719051
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL2,ADAMTS-like protein 2,19866,52,2.21 [1.11-4.41],0.0246918641944157
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL4,ADAMTS-like protein 4,19351,50,7.06 [2.72-18.37],6.100846873833714e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL5,ADAMTS-like protein 5,19854,52,2.02 [1.15-3.55],0.0147484292270897
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRD1,Adhesion G-protein coupled receptor D1,19432,51,2.00 [1.03-3.87],0.0412242682208053
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE2,Adhesion G protein-coupled receptor E2,22910,62,3.49 [1.73-7.04],0.0004870970566912
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE5,Adhesion G protein-coupled receptor E5,22992,61,2.92 [1.92-4.45],5.168792330002064e-07
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRF5,Adhesion G protein-coupled receptor F5,19854,52,2.95 [1.19-7.31],0.0197759372624296
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADIPOQ,Adiponectin,19886,52,1.57 [1.07-2.32],0.0222568312176081
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADM,Pro-adrenomedullin,22995,63,4.22 [1.78-10.00],0.0010809283257812
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AGER,Advanced glycosylation end product-specific receptor,22768,62,1.73 [1.02-2.93],0.0410094648649437
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AGRN,Agrin,22910,62,2.33 [1.44-3.76],0.0005335292377938
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ALCAM,CD166 antigen,23088,61,5.53 [1.87-16.39],0.0020281818477822
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ALDH2,"Aldehyde dehydrogenase, mitochondrial",19765,51,1.51 [1.14-2.00],0.003963479247736
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AMBP,Protein AMBP,22958,63,3.16 [1.14-8.76],0.0272599766864542
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AMIGO1,Amphoterin-induced protein 1,19317,50,1.51 [1.10-2.08],0.0118655955598754
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPT2,Angiopoietin-2,22995,63,2.23 [1.31-3.78],0.003001312451668
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL1,Angiopoietin-related protein 1,22488,62,3.56 [1.75-7.24],0.0004539287362635
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL2,Angiopoietin-related protein 2,22836,62,1.99 [1.15-3.45],0.0138432205722543
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL3,Angiopoietin-related protein 3,22844,62,1.90 [1.01-3.57],0.0467940635837203
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANGPTL7,Angiopoietin-related protein 7,22995,63,2.36 [1.34-4.16],0.002826278222743
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ANXA5,Annexin A5,22218,57,2.26 [1.20-4.24],0.011182883470929
