Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,19160,253,0.72 [0.52-0.99],0.0404591322032215
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,19414,261,0.70 [0.55-0.90],0.0049315156385221
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADAMTSL5,ADAMTS-like protein 5,16876,204,1.42 [1.02-1.99],0.0398711919457703
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ADGRG2,Adhesion G-protein coupled receptor G2,19325,257,1.73 [1.14-2.63],0.0097868355474731
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AFP,Alpha-fetoprotein,19095,251,0.74 [0.63-0.88],0.0007016098307483
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AGRN,Agrin,19425,261,0.68 [0.49-0.94],0.0202791372467109
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ANGPTL2,Angiopoietin-related protein 2,19361,261,0.76 [0.58-1.00],0.0495762230521256
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ANXA10,Annexin A10,18888,250,1.16 [1.02-1.31],0.0200990181828444
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ANXA2,Annexin A2,16197,192,1.20 [1.01-1.42],0.0347409877813892
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,APOBR,Apolipoprotein B receptor,16462,197,1.52 [1.08-2.16],0.0171531152540165
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,APOD,Apolipoprotein D,16187,191,0.66 [0.44-1.00],0.0473551219550331
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AREG,Amphiregulin,19247,258,1.35 [1.05-1.72],0.0173350242063849
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,BCL7A,B-cell CLL/lymphoma 7 protein family member A,16265,197,1.25 [1.04-1.49],0.0146931510738344
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,BGLAP,Osteocalcin,16893,204,0.76 [0.66-0.88],0.0001626039231236
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,BLNK,B-cell linker protein,16387,200,1.34 [1.03-1.76],0.031648998169842
