Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19045,237,0.62 [0.46-0.84],0.002129167903383
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTA2,"Actin, aortic smooth muscle",22139,320,1.34 [1.11-1.62],0.0026356817094014
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTN2,Alpha-actinin-2,18964,238,1.28 [1.06-1.55],0.0121448965993381
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACVRL1,Serine/threonine-protein kinase receptor R3,22339,320,1.71 [1.20-2.45],0.0030019473260835
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADA2,Adenosine deaminase 2,22462,324,1.69 [1.37-2.09],1.0619402836940326e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22139,320,1.48 [1.08-2.03],0.016149216721896
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22374,320,1.38 [1.05-1.81],0.020124611871932
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22712,330,1.52 [1.10-2.10],0.0106215246059843
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22139,320,1.39 [1.09-1.77],0.0072294145302912
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADD1,Alpha-adducin,19210,242,0.78 [0.66-0.93],0.0065011850386868
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE1,Adhesion G protein-coupled receptor E1,19533,242,1.28 [1.03-1.59],0.0235451602757477
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE2,Adhesion G protein-coupled receptor E2,22666,323,1.90 [1.36-2.67],0.0001855883488643
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRE5,Adhesion G protein-coupled receptor E5,22753,329,1.60 [1.19-2.13],0.0016216687474475
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADGRG1,Adhesion G-protein coupled receptor G1,22465,326,1.21 [1.09-1.34],0.0002653316189995
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADM,Pro-adrenomedullin,22752,330,2.41 [1.66-3.50],3.936111548202042e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AFM,Afamin,19658,245,0.54 [0.29-0.99],0.045248907630917
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGR2,Anterior gradient protein 2 homolog,21874,314,1.19 [1.08-1.31],0.000404827501398
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGRN,Agrin,22666,323,1.62 [1.26-2.07],0.0001440254200143
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,19141,240,0.58 [0.38-0.89],0.0121303958507237
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AKR1B10,Aldo-keto reductase family 1 member B10,19105,241,1.29 [1.08-1.53],0.0041203153991175
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ALCAM,CD166 antigen,22848,330,2.41 [1.48-3.91],0.0003872641039502
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMBP,Protein AMBP,22715,329,1.77 [1.12-2.82],0.0150658954022564
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AMIGO2,Amphoterin-induced protein 2,22465,326,1.53 [1.01-2.33],0.0454919320385642
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ANGPT2,Angiopoietin-2,22752,330,1.55 [1.21-1.98],0.0004768260500616
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ANGPTL4,Angiopoietin-related protein 4,22627,321,1.25 [1.00-1.56],0.0460342901378655
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ANGPTL7,Angiopoietin-related protein 7,22752,330,1.36 [1.04-1.78],0.0250087416878116
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APCS,Serum amyloid P-component,19464,244,0.68 [0.48-0.97],0.0344990702403597
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOA2,Apolipoprotein A-II,19644,244,1.32 [1.03-1.69],0.0264088004934474
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOE,Apolipoprotein E,19658,245,0.59 [0.47-0.76],2.765923875318347e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOL1,Apolipoprotein L1,19644,244,0.78 [0.62-1.00],0.0485120502463785
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOM,Apolipoprotein M,22648,326,0.65 [0.46-0.92],0.0139835857628753
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AREG,Amphiregulin,22465,326,1.56 [1.27-1.91],2.540339756109467e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ASGR1,Asialoglycoprotein receptor 1,22374,320,1.41 [1.02-1.93],0.0354464152666445
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,18964,238,1.42 [1.04-1.95],0.0282838196607678
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AXL,Tyrosine-protein kinase receptor UFO,22695,326,1.67 [1.19-2.35],0.003222898347581
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,B2M,Beta-2-microglobulin,19658,245,1.49 [1.15-1.94],0.0026770021620617
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,B4GALT1,"Beta-1,4-galactosyltransferase 1",22666,323,2.22 [1.59-3.11],3.403452677996972e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BAG3,BAG family molecular chaperone regulator 3,22339,320,0.79 [0.63-0.98],0.0289877931851484
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BAMBI,BMP and activin membrane-bound inhibitor homolog,22066,323,1.54 [1.13-2.10],0.0067811387209658
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BCAN,Brevican core protein,22374,320,0.73 [0.55-0.98],0.0338820485544231
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BCHE,Cholinesterase,19284,237,0.57 [0.41-0.78],0.0004740305239512
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BRK1,Protein BRICK1,22055,317,1.38 [1.11-1.71],0.0033031863600108
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BSG,Basigin,22763,328,1.80 [1.13-2.87],0.0130500855334987
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BTN2A1,Butyrophilin subfamily 2 member A1,22666,323,1.84 [1.32-2.56],0.0002962189677407
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BTN3A2,Butyrophilin subfamily 3 member A2,22520,323,1.29 [1.02-1.65],0.0368385926073675
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,C1QA,Complement C1q subcomponent subunit A,22692,328,2.06 [1.35-3.13],0.0008183154034651
